reconstructed_time,input_cyan,input_orange,reconstructed_mag,filter
246,17.45278083996022,16.45578083996022,16.45578083996022,o
248,18.972512829203765,17.975512829203772,17.975512829203772,o
250,,18.63662577521898,18.63662577521898,o
