reconstructed_time,input_cyan,input_orange,reconstructed_mag,filter
399.0,,16.071182941415024,16.071182941415024,o
401.0,,17.632494300175377,17.632494300175377,o
403.0,,18.71067526912216,18.71067526912216,o
