mjd,interp_mag
0.0,-15.830841565683738
0.14131313131656498,-15.167629295397802
0.282626262625854,-15.592885522897506
0.423939393942419,-16.24711305565175
0.565252525251708,-16.458365240839058
0.706565656568273,-16.24476036966729
0.847878787877562,-15.783353527725916
0.989191919194127,-15.254746728812755
1.130505050503416,-14.858778238023977
1.271818181819981,-14.834276686647328
1.41313131312927,-15.017607103745137
1.554444444445835,-14.921523409824616
1.695757575755124,-14.661556890078792
1.837070707071689,-14.413697793152641
1.978383838380978,-14.278470903297213
2.119696969697543,-14.254664873024018
2.261010101006832,-14.229969799702095
2.402323232323397,-14.162159088095644
2.543636363632686,-14.132931266945555
2.684949494949251,-14.057706875801943
2.826262626265816,-13.828301664158499
2.967575757575105,-13.658514265009007
3.10888888889167,-14.014364594410614
3.250202020200959,-14.377327252011089
3.391515151517524,-14.195004366983099
3.532828282826813,-13.682676393458213
3.674141414143378,-13.196003038301763
3.815454545452667,-13.046104984479086
3.956767676769232,-13.15155673991093
4.098080808078521,-13.260073372975908
4.239393939395086,-13.311657683146672
4.380707070704375,-13.316299244259323
4.52202020202094,-13.28408166527105
4.663333333330229,-13.225088555141173
4.804646464646794,-13.149403522820338
4.945959595956083,-13.067110177272337
5.087272727272648,-12.987474950474567
5.228585858581937,-12.912864001909798
5.369898989898502,-12.842178565819111
5.511212121207791,-12.774293764931532
5.652525252524356,-12.708084721961741
5.793838383840921,-12.642426559634908
5.93515151515021,-12.576194400676094
6.076464646466775,-12.508365115075566
6.217777777776064,-12.439368704467071
6.359090909092629,-12.37071937306212
6.500404040401918,-12.303957296822478
6.641717171718483,-12.240622651696084
6.783030303027772,-12.18225561364415
6.924343434344337,-12.130396358615492
7.065656565653626,-12.086514324026174
7.206969696970191,-12.050146043479609
7.34828282827948,-12.018708172121361
7.489595959596045,-11.989509131640448
7.630909090905334,-11.959857343732324
7.772222222221899,-11.927061230086188
7.913535353531188,-11.888429212397863
8.054848484847753,-11.84130126897018
8.196161616157042,-11.784334724133256
8.337474747473607,-11.717952510572486
8.478787878790172,-11.642701187662997
8.62010101009946,-11.55912731478175
8.761414141416026,-11.467777451292564
8.902727272725315,-11.369198156577239
9.04404040404188,-11.263950438511328
9.185353535351169,-11.153614650306816
9.326666666667734,-11.041445635349913
9.467979797977023,-10.930853920538146
9.609292929293588,-10.825250032746348
9.750606060602877,-10.728044498871364
9.891919191919442,-10.642647845789398
10.03323232322873,-10.572458290700817
10.174545454545296,-10.519139716966064
10.315858585854585,-10.480847213293636
10.45717171717115,-10.455312409827672
10.598484848480439,-10.440266936719036
10.739797979797004,-10.433442424114265
10.881111111106293,-10.43257050216229
11.022424242422858,-10.435418225241822
11.163737373732147,-10.44031946922484
11.305050505048712,-10.446064055729503
11.446363636365277,-10.451454725573033
11.587676767674566,-10.45529421957274
11.72898989899113,-10.456385278546504
11.87030303030042,-10.453530643311783
12.011616161616985,-10.445533054685775
12.152929292926274,-10.431195253486875
12.294242424242839,-10.409319980531096
12.435555555552128,-10.378709976638259
12.576868686868693,-10.33816798262271
12.718181818177982,-10.286496739306186
12.859494949494547,-10.222498987500863
13.000808080803836,-10.144977468030895
13.1421212121204,-10.052734921705795
13.28343434342969,-9.944574089352631
13.424747474746255,-9.81929771177776
13.566060606055544,-9.675708529811644
13.707373737372109,-9.512609284256992
13.848686868681398,-9.32880271594817
13.989999999997963,-9.12309156568374
