number,redshift,ra,dec,expl_epoch,detected
551,0.021733,260.179804,24.673685,57814.564448,False
552,0.012589,173.653110,66.501603,58278.942584,False
553,0.024231,0.572483,-23.410837,57635.192978,False
554,0.022571,344.499413,72.044994,58031.030175,False
555,0.021990,61.597676,19.941224,58884.004788,False
556,0.020326,348.122862,7.777892,58219.158527,False
557,0.016001,268.507169,69.921008,57529.349940,False
558,0.007329,356.075281,-38.796182,58631.132801,False
559,0.018526,100.074849,-7.096675,58472.721032,False
560,0.014126,164.771035,-12.127922,57874.467862,False
561,0.019457,63.873984,13.738159,58770.533812,False
562,0.021571,176.288160,54.289704,58787.662566,False
563,0.021853,52.990270,25.019012,57772.354709,False
564,0.022608,326.986550,-15.242033,57515.745920,False
565,0.018814,146.576079,-11.947264,58903.935948,True
566,0.014764,127.173887,50.203758,58428.286719,True
567,0.024166,346.310969,70.447923,57639.079728,False
568,0.005469,32.285463,34.253137,57638.184514,False
569,0.019566,199.435880,16.369902,59009.299882,False
570,0.021562,23.523276,-20.243530,57671.717574,False
571,0.021928,51.422562,73.232080,57852.634282,False
572,0.019753,172.183595,20.567813,58046.794587,False
573,0.015431,253.348851,5.543581,58761.339032,False
574,0.011616,233.272568,52.368681,58462.539989,False
575,0.012862,10.599533,49.312738,58579.112611,False
576,0.022155,161.387266,-2.954181,58440.334656,False
577,0.024151,271.261489,56.411045,58192.596742,False
578,0.016089,102.664966,25.734504,57455.485465,False
579,0.018862,212.481436,6.972012,57758.635022,False
580,0.022279,161.681097,-24.513044,57933.259750,False
581,0.012496,285.202932,-26.827626,57886.947912,False
582,0.022228,288.451967,59.568689,57938.772403,False
583,0.011890,255.735393,-28.496428,57910.612344,False
584,0.014062,157.730865,45.460578,58996.650136,False
585,0.023088,329.315371,49.220678,58385.617438,False
586,0.023601,279.935853,10.309344,58581.816543,False
587,0.021501,192.428158,-2.219317,57905.566761,False
588,0.022953,174.419491,67.706222,58175.865354,False
589,0.024525,321.849111,-18.343403,57825.458909,False
590,0.017531,267.226078,57.706972,57478.911812,False
591,0.015896,257.823847,-0.849192,58565.494485,False
592,0.020379,265.163702,-17.995178,57483.495762,False
593,0.020905,167.320806,-2.601904,57556.388069,False
594,0.020688,113.316820,72.643213,57996.971800,False
595,0.020433,355.194866,40.291159,58177.531336,False
596,0.016417,135.803211,72.242203,57922.796258,False
597,0.024199,180.108296,54.951963,58310.496586,False
598,0.020256,198.597084,59.335829,58533.795266,False
599,0.020295,61.875690,30.790236,57812.635035,False
600,0.022202,349.222881,54.513208,58368.156222,False
601,0.020477,134.915156,43.762359,57778.607772,False
602,0.023788,271.810953,-39.849490,58408.665744,False
603,0.017993,105.042914,18.784330,58526.261927,False
604,0.024202,104.444363,-37.938481,57749.030040,False
605,0.014237,124.400322,60.659639,58417.007763,False
606,0.020026,53.802331,41.126943,58082.818387,False
607,0.022673,159.801716,-33.635972,58443.637091,False
608,0.018202,29.067169,50.460092,58987.056723,False
609,0.016199,174.569298,-2.235771,57714.826935,False
610,0.020698,179.776312,15.269463,58034.404710,False
611,0.016032,358.633783,-4.920774,58600.537071,False
612,0.024740,255.688469,66.115761,58723.832938,False
613,0.018011,42.624280,5.257517,58849.512973,True
614,0.018776,284.778094,-20.119730,58624.539505,False
615,0.008744,15.612019,-0.535605,58984.847072,False
616,0.018623,15.843689,-31.604425,57854.947968,False
617,0.024099,189.244654,36.753576,58217.609071,False
618,0.017876,320.370265,-17.671914,58023.592132,False
619,0.010445,44.443997,25.663221,58707.668211,True
620,0.009815,209.891621,72.548224,58901.138518,False
621,0.024662,342.960606,-32.709809,58093.941697,False
622,0.023086,124.020782,43.057171,58780.228318,False
623,0.019577,13.137180,27.111144,58354.184011,False
624,0.015621,35.258149,-20.834410,59000.341205,False
625,0.013858,156.019981,36.166825,58406.196802,False
626,0.019643,133.227594,54.965942,57377.619473,False
627,0.021357,261.489926,30.421396,58927.046625,False
628,0.024580,333.631368,73.552055,58351.047484,False
629,0.024500,294.299935,19.912257,58397.677175,False
630,0.024364,68.921718,56.187937,57716.683334,False
631,0.019420,33.399035,77.925403,57883.187893,False
632,0.022993,52.721553,-35.700406,57812.722025,False
633,0.019712,163.440122,52.210900,58436.487529,False
634,0.022017,266.309714,-36.410840,57985.997356,False
635,0.018726,217.552115,-14.121146,57558.472543,False
636,0.021794,26.250872,77.825296,57438.749962,False
637,0.015978,70.856068,52.388174,58011.061241,False
638,0.023542,86.707991,72.405844,57990.827334,False
639,0.023219,133.235787,66.013674,58362.109547,False
640,0.015985,279.324347,54.273168,58868.088396,False
641,0.005503,260.985250,-9.012544,58912.431003,False
642,0.009727,292.272341,-2.998859,57383.338744,False
643,0.015843,305.262474,-14.328785,58322.810236,False
644,0.011700,223.544250,32.122348,57662.820059,False
645,0.018431,261.141756,-33.227012,57393.141483,False
646,0.015929,348.032845,30.893854,57427.927638,False
647,0.011062,74.003753,-29.327512,58482.108245,True
648,0.013444,249.318074,-19.303044,57930.736985,False
649,0.018702,304.513547,79.089085,57441.997578,False
650,0.024392,245.289520,-12.812330,58321.438965,False
651,0.023852,226.246265,13.035023,58618.392948,False
652,0.014294,67.933884,-26.810574,58104.779754,False
653,0.007367,37.890654,-1.707257,57849.377265,False
654,0.024423,137.402238,-2.702716,58568.018814,False
655,0.021332,242.432472,37.215270,58727.918643,False
656,0.021674,169.754048,33.947335,58845.139533,True
657,0.003584,195.780577,53.086708,58688.532405,True
658,0.018284,0.367687,62.267024,57669.603626,False
659,0.018080,332.282375,48.272979,57398.102318,False
660,0.019391,260.511927,50.413812,59020.250127,False
661,0.024343,295.824699,23.244294,58524.183679,False
662,0.021001,193.843368,2.092805,58195.106011,False
663,0.016921,348.287752,21.442573,57616.603276,False
664,0.015432,73.863531,54.973690,58506.706353,False
665,0.013360,230.544221,-24.739233,57575.986038,True
666,0.011968,223.781390,50.939272,58150.334415,False
667,0.019615,347.120408,27.433751,57403.835036,False
668,0.017260,142.245146,20.139485,58335.842080,False
669,0.022353,214.356335,-6.777628,58606.346263,False
670,0.023330,265.755381,33.323109,58813.102390,False
671,0.019890,280.614469,-31.453595,58182.512334,False
672,0.012334,101.881837,-23.303237,58389.744687,False
673,0.004924,4.054052,21.191851,58402.760063,True
674,0.024371,353.283291,35.096006,57914.773005,False
675,0.021554,89.283164,50.168878,58865.695351,False
676,0.009841,175.459517,14.224127,57918.401680,False
677,0.021742,23.833884,46.016873,58503.178052,False
678,0.020531,239.950250,-13.508244,58405.569546,False
679,0.019465,35.333739,-21.853291,57658.680989,True
680,0.022974,53.046364,-8.389339,58387.962426,False
681,0.021720,59.963315,-8.490712,57441.225505,False
682,0.024037,357.776883,66.287971,58325.482441,False
683,0.021842,264.759915,-0.144498,58009.401948,True
684,0.023904,152.282399,-21.411427,58701.471373,False
685,0.007644,87.440414,39.385065,57836.039174,False
686,0.006725,169.480579,-26.083157,57893.324569,True
687,0.012611,216.374204,-10.672732,57824.457909,False
688,0.016191,180.926072,-37.314221,58786.248816,False
689,0.019950,48.113294,76.936783,58683.100225,False
690,0.015264,58.203802,18.190711,58811.130880,False
691,0.022472,163.997398,49.481424,58350.616737,False
692,0.024423,238.990897,-0.662124,58504.415129,False
693,0.012023,350.978374,-3.205061,57428.990542,False
694,0.021794,158.466272,40.156396,58058.366236,False
695,0.021463,45.885801,50.853800,57860.920451,False
696,0.006970,169.352683,64.008909,57940.539146,False
697,0.015263,104.832191,75.724251,57960.876491,False
698,0.021751,274.563607,-32.804883,57596.723648,False
699,0.014785,152.413007,48.708889,58471.602647,False
700,0.011302,299.986094,5.393011,57821.715257,False
701,0.022162,294.031229,58.484246,58525.041541,False
702,0.024180,218.067594,-27.187669,58599.227760,False
703,0.019562,336.412554,-30.470199,58632.970762,True
704,0.007199,285.579166,69.690959,58937.600829,False
705,0.022803,94.543130,66.121186,58281.360436,False
706,0.014611,69.907261,-12.825534,58025.803679,False
707,0.020250,148.646620,28.530501,57844.194843,False
708,0.021475,171.066532,-10.875645,58102.171683,False
709,0.009396,101.576996,58.415184,57698.336177,False
710,0.024532,34.246913,-19.806431,58099.825937,False
711,0.017139,41.483209,22.253473,57854.600736,False
712,0.021802,15.192937,49.709879,57741.715191,False
713,0.020014,164.707387,-6.128725,58522.618454,False
714,0.024188,237.742491,-0.448558,58362.365566,False
715,0.022250,299.233792,10.251342,58534.295721,False
716,0.023503,159.504193,0.258832,57667.743084,False
717,0.024873,328.082061,-4.637692,58468.322735,False
718,0.019407,157.659150,-28.218195,57602.300073,False
719,0.023569,157.758176,77.973639,57966.133566,False
720,0.006207,297.546492,-19.106157,58485.633121,False
721,0.018602,273.963399,-33.015840,57594.871395,False
722,0.022644,205.700703,-5.286487,58711.648262,False
723,0.013029,150.376490,61.664777,57798.450646,False
724,0.023408,108.969709,50.168167,58163.568108,False
725,0.015914,215.680618,16.341763,58471.976424,False
726,0.024110,216.674378,-31.488707,57598.039283,False
727,0.012746,269.836869,4.776115,57442.871830,False
728,0.023886,21.375119,4.017317,58143.496163,False
729,0.017729,282.084128,-9.488067,58741.696949,False
730,0.015004,141.513568,-1.152743,58047.727945,False
731,0.020306,247.394332,36.606313,58556.341735,False
732,0.023821,342.732003,36.102289,57869.442380,False
733,0.018557,155.820353,-5.617049,58942.074647,False
734,0.020500,161.656339,40.907222,58628.972022,True
735,0.023867,156.981891,18.423175,58012.288141,False
736,0.022546,315.399839,59.210432,58843.875862,False
737,0.017167,239.995474,50.998263,58024.669931,False
738,0.018987,186.891917,-27.023426,58662.829127,False
739,0.016057,319.287214,24.076699,58424.970414,False
740,0.024166,211.758792,-32.205720,58372.516883,False
741,0.023551,73.648262,63.654242,58645.616189,False
742,0.022037,75.777197,-28.575901,58020.154851,False
743,0.018520,113.059232,3.571579,57842.681860,False
744,0.017809,137.850694,-15.229074,57452.302402,True
745,0.006788,42.330285,39.895968,58903.752954,True
746,0.015049,116.508263,63.580107,58719.970482,False
747,0.015298,84.385164,37.364448,58001.704950,False
748,0.024061,337.757189,-20.216403,58491.230944,False
749,0.021746,334.848817,78.975632,57943.471644,False
750,0.023830,325.219284,-21.573953,57889.652280,False
751,0.024275,10.638203,-14.324143,57395.578425,False
752,0.014748,7.080832,-25.679477,58973.618889,False
753,0.019322,321.286654,-30.481476,57634.036000,False
754,0.020544,77.988901,45.459242,57699.768095,False
755,0.022988,308.655368,11.459415,57700.259417,False
756,0.023992,309.413628,68.069807,58378.460418,False
757,0.020983,336.959793,38.341379,58629.568577,False
758,0.024369,329.209642,-17.770777,57943.592571,False
759,0.018343,216.299718,1.815756,57405.707413,False
760,0.020657,200.954785,46.012379,57901.367716,False
761,0.024991,176.151235,-8.572931,58207.945011,False
762,0.017235,3.532502,65.920121,58097.132917,False
763,0.024318,8.814809,-28.993739,57708.797182,False
764,0.020352,34.084061,-11.657283,58845.074464,True
765,0.017739,78.292206,78.280245,58148.631917,False
766,0.023401,127.012400,63.788097,57570.615669,False
767,0.010858,151.137465,-2.021070,57570.220388,False
768,0.017480,45.815712,-8.605368,57380.820412,False
769,0.014494,101.703319,53.244535,58515.617874,False
770,0.023187,280.502774,22.918531,57661.666146,False
771,0.021428,331.483707,48.482051,58459.190123,False
772,0.018547,84.595357,-35.097410,59011.810016,False
773,0.010249,195.595880,-37.808612,58027.915595,False
774,0.015516,203.544628,-21.648763,58604.247485,True
775,0.022673,260.913654,54.274269,57558.183768,False
776,0.018677,130.724586,25.973903,57563.180432,False
777,0.010835,25.508409,22.606596,57494.889243,False
778,0.022794,184.803892,15.330141,58133.860308,False
779,0.005276,56.503067,61.446395,58257.792165,False
780,0.013347,111.920340,77.718733,57547.634623,False
781,0.015456,69.903585,56.916310,57586.322173,False
782,0.020091,136.243435,31.832585,58777.578659,False
783,0.020920,270.806129,-38.976387,57527.403238,False
784,0.010767,127.052950,53.717826,57563.105782,False
785,0.016390,245.906132,8.856916,58921.157259,False
786,0.009466,189.200969,-14.718776,58439.449392,False
787,0.016535,259.476225,21.750374,57724.695771,False
788,0.023086,183.981127,44.828032,57886.235212,False
789,0.019633,315.144363,48.253641,58196.784208,False
790,0.010644,302.693569,-13.975959,58620.859433,True
791,0.022975,293.423075,-8.433218,57919.556976,False
792,0.023836,348.652733,-10.460202,58208.446956,False
793,0.015384,180.939160,77.821805,58161.875903,False
794,0.018558,41.258609,-9.630940,57382.499162,False
795,0.024338,33.075413,-22.012748,58121.031849,False
796,0.024135,336.398033,35.033402,57450.358214,False
797,0.004058,170.893727,35.092622,58563.199990,True
798,0.020193,73.660522,12.984036,57855.231416,False
799,0.021765,184.806482,63.238265,58951.171905,False
800,0.021964,248.010831,35.946708,58623.794400,False
801,0.017187,19.292239,-35.799754,58114.658501,False
802,0.022469,166.903192,60.123367,58859.319799,False
803,0.012136,215.422360,31.366767,58269.103834,True
804,0.024174,81.409200,7.066005,58038.292319,False
805,0.024973,95.884845,3.622552,57440.207487,False
806,0.024880,162.933868,33.592910,58960.870951,False
807,0.013712,83.122035,-28.498681,57882.315493,False
808,0.021074,257.724197,33.054909,58980.181688,False
809,0.020574,333.398745,-22.837881,58905.160390,False
810,0.024126,301.614090,14.176248,58346.194387,False
811,0.022914,340.576613,35.280042,58212.240877,False
812,0.008975,183.559280,6.493711,57850.823988,False
813,0.023243,55.644757,51.865004,58327.146831,False
814,0.020404,306.982954,51.381088,58735.564677,False
815,0.013037,171.599858,0.964722,58618.106595,False
816,0.023652,99.169784,-25.281914,57507.986840,False
817,0.009581,358.209155,35.792117,58073.887015,True
818,0.011711,76.537574,-0.751942,58388.215166,False
819,0.020411,155.874047,18.595577,58959.025531,True
820,0.021054,146.120717,-39.458846,57868.653142,False
821,0.013703,241.311403,-16.645629,57578.004081,False
822,0.016154,121.115581,38.724174,58288.464738,False
823,0.023116,319.626159,68.289959,58160.545677,False
824,0.023872,135.740206,72.397730,58340.491563,False
825,0.013945,180.487156,15.066325,58035.358331,False
826,0.016964,44.734964,40.211826,58681.813462,False
827,0.022177,233.431061,-6.626211,58594.062871,False
828,0.015808,177.095801,5.770908,58831.540506,False
829,0.017889,164.903661,-14.865493,57681.899276,False
830,0.015076,327.200938,49.944361,58862.940115,False
831,0.014000,230.054536,47.571569,58622.237201,False
832,0.022446,94.355522,14.628224,57935.061764,False
833,0.024784,310.389542,76.519766,57715.556859,False
834,0.019182,269.718842,10.659318,58903.114530,True
835,0.012945,124.865130,-7.007361,57585.073420,False
836,0.019383,152.499392,6.121269,58464.526181,False
837,0.017487,180.010679,16.922682,58301.604372,True
838,0.023338,301.223037,38.347562,57910.410800,False
839,0.023081,171.116136,22.970474,58928.554751,False
840,0.017996,59.730715,28.538317,57785.610406,False
841,0.017669,190.750877,66.797991,58468.307082,False
842,0.019946,37.465622,-25.727881,58589.034341,False
843,0.019854,81.034097,79.227603,57593.501720,False
844,0.020901,109.749464,-15.366069,58194.855037,False
845,0.024420,41.087639,59.188429,58617.479779,False
846,0.024963,272.392085,-33.347225,57898.043527,False
847,0.024843,18.498438,19.038802,57388.455068,False
848,0.022250,111.216762,3.091032,58049.268404,False
849,0.023292,301.052769,-34.675163,58399.437975,False
850,0.022557,188.184487,-20.410385,57655.322416,False
851,0.016867,358.102256,-32.767940,57989.518805,False
852,0.021663,199.307081,5.210192,58586.712125,False
853,0.024711,45.715350,-18.355861,57388.353633,False
854,0.021897,15.457418,-16.922584,57718.182756,False
855,0.023510,232.410872,-16.158123,58440.467769,False
856,0.019877,230.547680,55.169533,57599.556216,False
857,0.018644,65.996241,37.697171,57850.768112,False
858,0.022362,75.014629,35.805310,57722.269380,False
859,0.015279,301.477879,39.443229,58100.445631,False
860,0.022461,210.015878,-17.710915,58384.865654,False
861,0.012089,274.208399,51.814473,58507.728275,False
862,0.007592,145.039200,-6.695674,58966.807362,True
863,0.023943,119.087342,-7.824153,58994.058972,False
864,0.021575,72.171511,54.539083,58549.812956,False
865,0.014661,265.356509,75.059535,57431.325553,False
866,0.021569,17.447015,30.079463,58272.292289,False
867,0.011410,124.005141,-26.036515,57926.139596,False
868,0.024243,83.568991,-9.428783,57438.493362,False
869,0.012683,345.347290,40.509192,58172.575931,False
870,0.014221,213.518705,4.891467,58567.498594,True
871,0.020458,271.138678,66.427079,57669.159526,False
872,0.021295,356.770522,-22.102211,58748.557652,False
873,0.013454,357.456267,58.211635,58201.961343,False
874,0.024567,333.705860,-4.598233,57665.945661,False
875,0.017894,214.726216,-21.411483,58427.108076,False
876,0.024908,175.708551,-15.433589,58072.056620,False
877,0.023961,223.902915,-13.631135,58525.390586,False
878,0.023131,3.113187,53.848839,57918.162235,False
879,0.009818,314.683905,7.670936,58830.368509,True
880,0.013543,329.799705,48.258000,57723.141372,False
881,0.020466,333.290730,-31.819222,58594.276495,False
882,0.024481,49.009813,33.405499,57384.016985,False
883,0.015703,63.157973,7.257966,57408.659620,False
884,0.018952,270.421913,76.524309,57635.802246,False
885,0.022699,144.746892,77.131086,58056.031075,False
886,0.020537,128.532453,52.717575,57517.750093,False
887,0.012056,136.781825,78.120791,58846.039878,False
888,0.015646,207.244735,-17.982210,58271.844624,False
889,0.016020,318.963496,14.337661,58077.193576,False
890,0.005869,71.567827,66.468408,58092.973745,False
891,0.021931,249.096990,55.885623,57748.209805,False
892,0.020529,222.498999,-29.455337,58502.443909,False
893,0.016374,89.624205,-19.544783,58257.649226,False
894,0.024422,138.093029,-21.633277,58821.397227,False
895,0.009936,291.247253,-33.482122,58227.321543,False
896,0.016857,9.771348,13.010624,57424.706214,False
897,0.014905,212.584985,1.531100,58921.191038,False
898,0.022939,191.244812,6.170973,57867.402017,False
899,0.007078,200.272188,51.810278,58291.594565,False
900,0.014004,228.986869,-36.524232,58422.282860,False
901,0.013059,27.022364,54.486257,57816.039967,False
902,0.020571,202.890636,-27.414575,58215.783881,False
903,0.022520,238.186888,-12.822824,58175.712501,False
904,0.015444,273.737623,-14.891243,58545.894479,False
905,0.021033,96.815687,-2.967375,58674.182841,False
906,0.016411,319.579126,44.630009,58546.325881,False
907,0.012042,149.752080,-2.601447,57722.359774,False
908,0.023050,15.723420,78.903986,57409.584550,False
909,0.017855,229.954660,-24.236055,57728.167297,False
910,0.014719,88.500874,2.707948,58596.307628,False
911,0.014208,220.972810,-12.602825,57457.088988,False
912,0.009841,159.518524,27.113429,58533.152357,False
913,0.013927,147.858628,52.417702,58941.370530,False
914,0.020005,21.953123,56.915247,58877.352200,False
915,0.019287,258.549511,10.976607,58576.638770,True
916,0.023149,184.017266,38.048426,58753.386740,False
917,0.012777,319.195801,76.870759,57560.680352,False
918,0.016268,111.666749,-20.091295,58011.679327,False
919,0.018151,5.874731,26.675843,57581.593159,False
920,0.019897,277.528508,-9.215760,58536.214000,False
921,0.013880,92.172000,32.350989,58724.899078,False
922,0.024407,30.982854,47.347041,57827.597623,False
923,0.004291,294.581612,15.413697,58077.286400,False
924,0.018539,110.544026,12.977940,58418.343557,False
925,0.018404,42.202041,41.006826,57582.290828,False
926,0.024867,271.123843,-19.035767,58077.136358,False
927,0.008018,313.693102,-26.806642,58023.300519,True
928,0.022864,137.115686,36.758925,57647.585540,False
929,0.024778,345.512815,14.188896,57383.779099,False
930,0.008775,91.633172,45.756108,58129.784381,True
931,0.021477,324.425824,2.365150,58466.261229,False
932,0.024280,287.572994,-13.106847,58481.285076,False
933,0.014200,52.629056,22.552655,57653.208113,False
934,0.017356,11.554766,-37.943719,58655.563884,False
935,0.018658,157.585600,50.661512,58824.097477,True
936,0.024617,196.348847,63.780210,58414.119520,False
937,0.018522,24.779528,47.514449,58693.097542,False
938,0.017549,326.998978,33.630612,59011.747254,False
939,0.021069,99.784218,33.769864,57681.874077,False
940,0.019284,119.273368,59.803890,58850.061438,False
941,0.014072,351.151704,50.088189,58602.367775,False
942,0.022332,295.916726,54.800728,57551.690263,False
943,0.023149,326.166739,54.591971,57738.258202,False
944,0.021736,279.826035,17.552604,57516.258585,False
945,0.020253,163.509222,-16.459882,57799.144827,False
946,0.021706,239.561474,-28.053746,58755.637252,False
947,0.016646,278.949350,34.344908,58940.254117,False
948,0.014304,72.294784,68.655218,57814.678166,False
949,0.022408,318.344464,61.857404,58247.518536,False
950,0.016416,317.220235,-17.513523,58534.880019,False
951,0.014241,132.887205,38.808936,57741.535965,False
952,0.016084,281.256215,-17.832483,57382.664822,False
953,0.016804,21.200066,77.699940,57420.562594,False
954,0.018557,201.085413,20.443917,58227.018379,False
955,0.017128,170.416458,5.131032,58350.062794,False
956,0.009580,317.827223,-18.219311,58090.298642,True
957,0.018534,44.623812,67.478871,58451.850709,False
958,0.012202,227.886435,25.036187,58429.838145,False
959,0.017722,256.447978,49.746254,57861.698798,False
960,0.019655,278.318285,69.547233,58252.419494,False
961,0.022897,269.406822,19.191554,58205.765345,False
962,0.024010,359.907159,-35.673910,57740.464725,False
963,0.017433,318.039093,4.929135,58362.786558,False
964,0.016503,330.289755,55.011900,57490.582511,False
965,0.012660,323.442870,22.926391,58408.957137,True
966,0.019931,92.381377,-17.105276,58909.502258,False
967,0.013420,172.669579,-3.273167,57936.839820,False
968,0.013989,292.794600,78.849698,57906.545273,False
969,0.020431,351.908804,30.545250,57979.253590,False
970,0.011148,95.094527,-37.764435,57653.790758,False
971,0.024950,289.104380,-12.791864,58470.380982,False
972,0.024078,188.898157,67.963095,58610.629739,False
973,0.020964,9.121637,50.904707,58840.888041,False
974,0.010864,26.586825,-15.040662,57788.180165,False
975,0.024971,329.423342,-24.765776,58908.641092,False
976,0.018244,261.505732,65.300336,57565.489465,False
977,0.024213,121.298529,30.126681,58099.793535,False
978,0.019920,54.857746,-28.460726,58533.644167,False
979,0.018803,63.271091,-23.381128,58935.728310,False
980,0.022436,327.624420,-25.444111,58818.671828,False
981,0.024355,320.652694,-9.408626,58570.693864,False
982,0.020350,0.039660,55.490109,57653.628314,False
983,0.016211,250.120486,-29.530789,58187.957277,False
984,0.024441,49.651015,-2.830026,57727.236587,False
985,0.018708,322.041078,70.052516,57729.111874,False
986,0.021281,85.510620,56.767667,59014.239393,False
987,0.023511,291.393163,-29.360941,57669.377338,False
988,0.020742,130.819140,27.589582,58590.259185,False
989,0.021722,217.515772,-32.460511,57533.050675,False
990,0.019176,125.000851,24.204017,57914.960121,False
991,0.013658,343.652969,73.573169,57488.598691,False
992,0.019351,298.023337,40.875187,58550.015815,False
993,0.023346,198.896928,-38.797514,58488.423643,False
994,0.023388,357.482058,69.538132,57906.815607,False
995,0.012465,1.286030,-25.866158,57480.561410,False
996,0.024716,191.203562,22.927853,58814.488165,False
997,0.015388,351.294306,-3.611852,58515.204506,False
998,0.007100,131.553893,0.596314,57530.535808,False
999,0.014322,224.723112,46.858087,57955.596529,True
