expname,mjd,mag,magerr,snr,filter,x,y,flux,dflux,peakval,peakfit,dpeak,chi/N,skyfit,skyval,major,minor,snrdet,snrlimit,ra,dec,zp,apfit,uJy,duJy,mag5sig,texp
01a58091o0903o,58091.61549065,17.80,0.35,2.60,o,483.54,8891.61,-778.3,2990.2,85.0,90.3,34.7,2.11,175.0,180.1,4.08,3.18,1.0,3.0,197.44875,-23.3838889,22.179,-0.404,276.4736707258982,106.24182031216688,18.01,30.0
01a58091o0916o,58091.62250605,>18.14,0.00,3.0,o,454.56,8843.21,-538.8,3029.6,293.0,15.3,33.2,2.15,176.0,181.2,3.95,3.19,1.0,3.0,197.44875,-23.3838889,22.193,-0.402,44.82888682791701,97.27575442397679,18.07,30.0
01a58091o0926o,58091.62712735,>18.16,0.00,3.0,o,519.82,8914.78,1034.5,3118.4,434.0,24.9,35.2,1.78,171.5,171.9,3.81,3.08,1.0,3.0,197.44875,-23.3838889,22.201,-0.413,68.13241523144204,96.31570345970924,18.14,30.0
01a58091o0932o,58091.62988005,>18.24,0.00,3.0,o,534.12,8793.19,1880.1,3774.1,110.0,9.9,38.7,1.74,188.2,187.0,3.56,2.82,1.0,3.0,197.44875,-23.3838889,22.209,-0.43,23.367542765225593,91.34584899133642,18.25,30.0
01a58095o1005o,58095.64582645,>19.42,0.00,3.0,o,7105.17,8110.06,-429.6,976.3,197.0,-77.8,11.1,4.39,180.2,181.1,3.77,3.15,1.0,3.0,197.44875,-23.3838889,22.218,-0.405,-210.52818495892797,30.036797596967872,18.6,30.0
01a58095o1019o,58095.65233625,>19.28,0.00,3.0,o,7080.21,8057.81,-2280.8,1231.1,223.0,-68.8,14.1,5.55,180.7,185.4,3.62,2.95,1.0,3.0,197.44875,-23.3838889,22.226,-0.417,-168.03423379719132,34.437248496226715,18.55,30.0
01a58095o1021o,58095.65326555,>19.12,0.00,3.0,o,7151.24,8132.30,-2790.7,1324.2,-24.0,-171.8,16.3,4.47,189.0,188.6,3.51,3.06,1.0,3.0,197.44875,-23.3838889,22.227,-0.417,-421.6289741258117,40.003214658036846,18.51,30.0
01a58095o1037o,58095.66064615,>17.26,0.00,3.0,o,7156.76,7997.22,16072.2,7580.8,210.0,32.4,99.8,1.57,212.4,196.9,3.56,2.79,1.0,3.0,197.44875,-23.3838889,22.252,-0.425,72.38989667340766,222.97875580265696,17.73,30.0
01a58099o0990o,58099.63939555,>19.19,0.00,3.0,o,8935.08,7723.32,-672.2,1239.0,128.0,-12.4,11.1,4.48,165.7,171.1,3.81,3.26,1.0,3.0,197.44875,-23.3838889,22.035,-0.402,-41.42313900215549,37.080390558381126,18.29,30.0
01a58099o1005o,58099.64631725,19.85,0.75,1.01,o,8909.28,7669.23,-319.9,1254.6,195.0,12.8,12.7,3.95,155.6,160.6,3.66,3.16,1.0,3.0,197.44875,-23.3838889,21.992,-0.412,41.80775842553368,41.48113531283418,18.2,30.0
01a58099o1020o,58099.65332375,>18.69,0.00,3.0,o,8954.95,7728.80,2884.0,1748.2,-115.0,-73.0,19.0,3.71,128.0,123.2,3.46,2.92,1.0,3.0,197.44875,-23.3838889,21.898,-0.423,-229.43546806076193,59.71608072814351,17.93,30.0
01a58099o1031o,58099.65844035,17.64,0.41,2.15,o,8966.65,7599.04,2237.1,4027.7,622.0,108.1,50.2,2.02,141.0,148.9,3.51,3.01,1.0,3.0,197.44875,-23.3838889,22.005,-0.418,320.4631160656176,148.81820931076788,17.61,30.0
01a58103o0839o,58103.63768035,>19.96,0.00,3.0,o,9042.17,8615.27,2038.8,630.1,-24.0,-57.3,6.3,6.39,186.9,183.4,4.02,3.15,1.0,3.0,197.44875,-23.3838889,22.216,-0.391,-163.51965950212283,17.978601306516122,18.93,30.0
01a58103o0856o,58103.64550535,>19.80,0.00,3.0,o,9013.41,8556.02,-1951.8,705.8,133.0,-19.9,6.7,4.09,178.6,182.8,4.13,3.37,1.0,3.0,197.44875,-23.3838889,22.224,-0.379,-61.27901477346668,20.631628089559136,18.89,30.0
01a58103o0868o,58103.65103505,18.04,0.11,9.29,o,9080.75,8618.88,1446.3,828.1,175.0,67.8,7.3,4.71,170.9,174.3,4.27,3.45,1.0,3.0,197.44875,-23.3838889,22.226,-0.38,220.77780399653253,23.771061492252024,18.8,30.0
01a58103o0882o,58103.65753935,18.01,0.12,8.29,o,9091.00,8484.35,4033.1,988.7,440.0,72.1,8.7,4.68,177.4,172.4,4.17,3.45,1.0,3.0,197.44875,-23.3838889,22.232,-0.38,228.0180146973031,27.513962938509525,18.63,30.0
01a58111o0917o,58111.60865415,>20.08,0.00,3.0,o,6908.61,7434.15,-1745.9,616.2,340.0,-61.8,6.0,10.80,177.3,183.4,3.83,3.12,1.0,3.0,197.44875,-23.3838889,22.221,-0.412,-168.8964760703248,16.397716123332508,18.98,30.0
01a58111o0937o,58111.61781055,>20.20,0.00,3.0,o,6881.27,7374.19,704.5,596.4,75.0,-115.3,6.7,11.12,186.5,183.9,3.48,2.79,1.0,3.0,197.44875,-23.3838889,22.230,-0.426,-257.21216194716334,14.946413573685987,19.12,30.0
01a58111o0938o,58111.61826835,>20.12,0.00,3.0,o,6934.85,7450.02,-4399.6,598.5,144.0,-93.3,5.9,8.42,175.1,183.3,3.72,3.17,1.0,3.0,197.44875,-23.3838889,22.230,-0.402,-247.2649682104937,15.636262727137332,18.99,30.0
01a58111o0950o,58111.62380105,19.08,0.19,5.22,o,6943.49,7318.74,-2000.2,619.3,142.0,36.0,6.9,9.91,172.5,184.2,3.53,2.92,1.0,3.0,197.44875,-23.3838889,22.234,-0.423,84.71080384086768,16.23623740283297,19.1,30.0
01a58115o0932o,58115.61560765,18.10,0.09,11.41,o,9235.28,7864.23,1385.0,540.7,370.0,83.3,7.3,9.70,179.3,181.6,3.64,3.04,1.0,3.0,197.44875,-23.3838889,22.230,-0.413,209.26601968216477,18.33903893973353,19.08,30.0
01a58115o0947o,58115.62250005,20.48,0.62,1.29,o,9208.53,7806.64,-886.0,583.6,287.0,8.8,6.8,9.62,174.4,179.4,3.73,3.15,1.0,3.0,197.44875,-23.3838889,22.236,-0.409,23.25845182720676,17.972440048296132,19.05,30.0
01a58115o0961o,58115.62894435,17.60,0.06,18.61,o,9273.91,7864.42,2840.9,619.4,229.0,132.1,7.1,8.11,180.7,182.2,3.60,3.10,1.0,3.0,197.44875,-23.3838889,22.238,-0.41,331.31855417657727,17.807431753623757,19.07,30.0
01a58115o0976o,58115.63584575,19.28,0.23,4.17,o,9283.48,7727.51,627.3,644.5,49.0,26.7,6.4,11.65,177.6,182.9,3.59,3.28,1.0,3.0,197.44875,-23.3838889,22.239,-0.405,70.26811427971201,16.843293310492765,19.05,30.0
01a58119o0894o,58119.60228915,>19.17,0.00,3.0,o,296.09,10053.30,5782.7,1405.8,102.0,-67.9,16.5,2.15,221.2,205.6,3.59,2.87,1.0,3.0,197.44875,-23.3838889,22.247,-0.429,-158.68097667420412,38.560178425984795,18.33,30.0
01a58119o0909o,58119.60920225,>19.29,0.00,3.0,o,270.54,9994.92,3065.4,1256.3,244.0,-58.1,14.3,2.68,205.9,197.3,3.64,2.95,1.0,3.0,197.44875,-23.3838889,22.251,-0.422,-140.08069161235375,34.4776917393573,18.28,30.0
01a58119o0914o,58119.61148915,18.33,0.21,4.57,o,10142.00,9980.57,-196.4,1464.4,130.0,64.4,14.1,2.71,163.4,166.7,3.80,3.08,1.0,3.0,197.44875,-23.3838889,22.242,-0.416,169.70667546299143,37.15627521782886,18.23,30.0
01a58119o0918o,58119.61334255,>19.30,0.00,3.0,o,8699.99,222.40,-497.4,1263.1,181.0,-9.0,14.3,1.78,176.8,183.9,3.64,2.93,1.0,3.0,197.44875,-23.3838889,22.257,-0.426,-21.512469060226287,34.180923062359554,18.33,30.0
01a58119o0924o,58119.61610175,>19.25,0.00,3.0,o,335.32,10053.80,2030.3,1532.1,-44.0,-125.4,14.7,2.19,215.6,203.4,3.66,2.97,1.0,3.0,197.44875,-23.3838889,22.254,-0.426,-306.3471303307757,35.911505708631594,18.34,30.0
01a58119o0929o,58119.61839415,>19.26,0.00,3.0,o,10115.00,9921.20,2380.5,1297.7,55.0,11.0,14.8,2.06,174.0,170.5,3.63,2.93,1.0,3.0,197.44875,-23.3838889,22.248,-0.426,26.43903963084713,35.57252604877614,18.27,30.0
01a58119o0933o,58119.62022955,>19.37,0.00,3.0,o,8674.11,162.96,-4192.9,1158.3,142.0,-96.0,13.5,1.66,175.3,185.2,3.62,2.92,1.0,3.0,197.44875,-23.3838889,22.260,-0.423,-226.17333417081264,31.80562511777053,18.35,30.0
01a58119o0939o,58119.62300535,>19.25,0.00,3.0,o,347.93,9915.30,3370.2,1298.1,179.0,-61.4,14.1,1.85,203.3,195.7,3.57,3.18,1.0,3.0,197.44875,-23.3838889,22.256,-0.404,-153.22952401705945,35.18788743714233,18.31,30.0
01a58119o0944o,58119.62531855,>19.27,0.00,3.0,o,10181.20,9978.09,-3259.8,1276.5,179.0,-38.5,14.0,1.94,170.4,174.2,3.71,2.99,1.0,3.0,197.44875,-23.3838889,22.250,-0.417,-95.53985387924692,34.74176504699888,18.29,30.0
01a58119o0948o,58119.62717025,>19.39,0.00,3.0,o,8738.85,219.10,-4662.0,1320.8,320.0,-23.9,14.0,2.39,174.3,188.6,3.53,2.86,1.0,3.0,197.44875,-23.3838889,22.263,-0.432,-54.07759696962247,31.677253455008973,18.44,30.0
01a58119o0959o,58119.63231235,>19.24,0.00,3.0,o,10189.50,9818.95,1546.5,1351.2,160.0,-11.1,13.2,1.63,169.6,169.5,3.67,3.30,1.0,3.0,197.44875,-23.3838889,22.254,-0.4,-29.49726352861784,35.077826898896895,18.31,30.0
01a58119o0962o,58119.63369215,>19.05,0.00,3.0,o,8750.73,80.69,-7219.5,1429.7,75.0,-199.8,16.6,4.57,162.3,169.3,3.59,3.25,1.0,3.0,197.44875,-23.3838889,22.264,-0.425,-518.6233172748506,43.08882415797057,18.36,30.0
01a58123o0643o,58123.63316555,>19.43,0.00,3.0,o,7546.08,7590.99,683.9,972.9,213.0,-47.3,10.7,4.08,180.6,180.7,4.00,3.14,1.0,3.0,197.44875,-23.3838889,22.249,-0.411,-132.29076425516158,29.926240539751138,18.59,30.0
01a58123o0671o,58123.64602675,>19.58,0.00,3.0,o,7516.00,7507.29,-3410.6,1084.7,152.0,-117.7,10.2,5.67,177.0,184.3,3.86,2.99,1.0,3.0,197.44875,-23.3838889,22.256,-0.425,-304.4484035873337,26.38380387927615,18.62,30.0
01a58123o0675o,58123.64786465,>19.38,0.00,3.0,o,7568.96,7577.90,476.1,1083.6,146.0,4.1,11.3,3.66,182.3,182.4,3.98,3.13,1.0,3.0,197.44875,-23.3838889,22.253,-0.41,11.321136105458061,31.202155607725885,18.58,30.0
01a58123o0679o,58123.64969535,>19.50,0.00,3.0,o,7584.95,7454.98,1414.1,1014.7,399.0,-38.5,10.3,6.59,183.2,182.7,3.95,3.11,1.0,3.0,197.44875,-23.3838889,22.253,-0.41,-104.83274540646688,28.046163056795038,18.57,30.0
01a58127o0931o,58127.62112555,>19.81,0.00,3.0,o,8597.98,9039.37,-3119.3,716.9,188.0,-67.3,6.1,5.01,171.5,176.5,4.23,3.69,1.0,3.0,197.44875,-23.3838889,22.254,-0.375,-225.24779228761025,20.416218914627375,18.82,30.0
01a58127o0947o,58127.62845355,>19.78,0.00,3.0,o,8611.70,9052.83,-5178.3,745.2,86.0,-114.7,6.7,4.03,172.1,177.5,4.16,3.51,1.0,3.0,197.44875,-23.3838889,22.256,-0.387,-362.4454150457753,21.171615351409717,18.84,30.0
01a58127o0950o,58127.62982855,>19.84,0.00,3.0,o,8663.27,9086.14,-7276.2,713.4,60.0,-139.6,5.9,4.18,171.7,180.2,4.17,3.75,1.0,3.0,197.44875,-23.3838889,22.255,-0.371,-465.9415995646956,19.69237419363685,18.78,30.0
01a58127o0984o,58127.64544805,>19.76,0.00,3.0,o,8668.94,8913.57,547.8,670.7,48.0,0.5,6.6,4.60,175.0,176.6,4.18,3.61,1.0,3.0,197.44875,-23.3838889,22.259,-0.375,1.6103943318952503,21.2572051810173,18.83,30.0
01a58131o0698o,58131.59874715,>20.27,0.00,3.0,o,735.99,8617.27,-484.1,652.4,249.0,-13.1,5.1,9.88,181.0,184.4,3.89,3.11,1.0,3.0,197.44875,-23.3838889,22.246,-0.403,-35.12853442819757,13.675994319374626,19.3,30.0
01a58131o0727o,58131.61202585,,,,o,,,,,,,,,,,,,1.0,3.0,197.44875,-23.3838889,22.245,,,,19.28,30.0
01a58131o0732o,58131.61432055,20.49,0.51,1.66,o,705.49,8525.39,-1016.9,468.3,281.0,9.6,5.8,19.68,174.0,183.6,3.73,2.90,1.0,3.0,197.44875,-23.3838889,22.251,-0.417,23.20902028070864,14.022116419594802,19.36,30.0
01a58131o0735o,58131.61569365,>17.08,0.00,3.0,o,10528.60,8463.87,-8755.6,7020.7,-544.0,-702.9,107.7,0.73,176.4,165.9,3.70,2.92,1.0,3.0,197.44875,-23.3838889,22.247,-0.418,-1705.1275213242568,261.26367057422453,19.33,30.0
01a58131o0752o,58131.62348065,18.42,0.10,10.13,o,772.94,8572.79,-97.3,523.6,343.0,60.8,6.0,7.14,178.7,184.1,3.83,3.01,1.0,3.0,197.44875,-23.3838889,22.252,-0.413,155.93643245268464,15.388463728883357,19.31,30.0
01a58131o0756o,58131.62531305,,,,o,,,,,,,,,,,,,1.0,3.0,197.44875,-23.3838889,22.249,,,,19.31,30.0
01a58131o0761o,58131.62760245,18.97,0.16,6.36,o,787.84,8441.65,-2052.2,465.6,313.0,38.8,6.1,10.79,173.0,183.4,3.67,2.94,1.0,3.0,197.44875,-23.3838889,22.252,-0.416,93.39505141851554,14.683242619921256,19.33,30.0
01a58131o0778o,58131.63538805,,,,o,,,,,,,,,,,,,1.0,3.0,197.44875,-23.3838889,22.250,,,,19.26,30.0
01a58135o0981o,58135.65273475,>19.62,0.00,3.0,o,8919.89,8701.75,3933.3,687.3,221.0,-10.5,4.7,2.81,177.9,172.6,5.81,4.17,1.0,3.0,197.44875,-23.3838889,22.257,-0.305,-51.00118086320743,22.82910000543571,18.74,30.0
01a58135o0993o,58135.65846375,19.54,0.32,2.92,o,1610.35,1587.23,-1398.5,644.3,259.0,18.7,6.4,3.15,173.4,180.1,3.96,3.46,1.0,3.0,197.44875,-23.3838889,22.260,-0.387,55.24482936883503,18.90732128131253,19.01,30.0
01a58135o0999o,58135.66160295,>19.78,0.00,3.0,o,8896.47,8629.36,384.4,635.5,180.0,-24.4,6.2,3.57,179.0,178.9,4.10,3.85,1.0,3.0,197.44875,-23.3838889,22.260,-0.369,-81.6795164166707,20.754631220629438,18.9,30.0
01a58135o1016o,58135.66963185,18.65,0.28,3.38,o,1578.22,1749.27,-1338.4,1228.2,323.0,41.2,12.2,1.97,161.9,169.1,4.04,3.46,1.0,3.0,197.44875,-23.3838889,22.266,-0.409,126.01824445493439,37.31608209587863,18.2,30.0
01a58147o0482o,58147.61627075,>19.78,0.00,3.0,o,7790.85,9965.21,434.7,779.8,109.0,-96.3,8.4,2.62,181.5,178.3,4.07,2.86,1.0,3.0,197.44875,-23.3838889,22.254,-0.421,-250.76416513559656,21.873509731453904,18.81,30.0
01a58147o0484o,58147.61718865,>19.86,0.00,3.0,o,6448.59,220.26,-3520.2,666.1,385.0,-16.0,8.3,6.19,170.8,180.0,3.96,2.79,1.0,3.0,197.44875,-23.3838889,22.261,-0.423,-39.363899753483594,20.420022997119617,18.9,30.0
01a58147o0489o,58147.61971005,17.26,0.06,18.80,o,2790.35,385.33,-2544.4,1011.2,709.0,161.7,8.6,4.33,162.0,176.1,4.17,3.00,1.0,3.0,197.44875,-23.3838889,22.253,-0.417,451.27998769986255,24.001285678533193,18.81,30.0
01a58147o0501o,58147.62568235,>19.88,0.00,3.0,o,4158.65,10143.30,-4176.2,663.6,194.0,-40.1,7.6,4.02,169.5,179.8,4.03,2.93,1.0,3.0,197.44875,-23.3838889,22.260,-0.419,-105.14673325886524,19.928059171256255,18.95,30.0
01a58147o0509o,58147.63015905,17.61,0.07,15.51,o,2740.07,348.34,-2941.7,664.0,570.0,124.1,8.0,6.09,163.6,178.0,4.06,2.91,1.0,3.0,197.44875,-23.3838889,22.251,-0.416,327.39312048859614,21.10511655043327,19.01,30.0
01a58147o0510o,58147.63061645,>19.99,0.00,3.0,o,4088.66,10085.30,-3630.0,612.7,133.0,-53.5,7.0,3.36,175.2,180.8,4.00,2.89,1.0,3.0,197.44875,-23.3838889,22.261,-0.42,-137.33788702406622,17.969443162027357,19.07,30.0
01a58147o0534o,58147.64213385,>20.30,0.00,3.0,o,4074.93,10250.30,-7734.9,490.1,88.0,-77.8,5.1,8.85,163.9,181.0,4.04,2.96,1.0,3.0,197.44875,-23.3838889,22.260,-0.414,-205.6512807014328,13.480996549836854,19.24,30.0
01a58147o0537o,58147.64350685,18.02,0.08,13.70,o,2736.06,520.41,-2738.9,638.5,479.0,82.2,6.0,7.49,167.1,180.0,4.12,2.98,1.0,3.0,197.44875,-23.3838889,22.249,-0.409,224.31795803770214,16.373573579394314,19.25,30.0
01a58151o0768o,58151.60628895,>19.43,0.00,3.0,o,3050.49,1137.53,1658.9,1335.4,273.0,-54.2,13.2,2.55,194.9,188.6,3.53,2.89,1.0,3.0,197.44875,-23.3838889,22.252,-0.435,-125.53088191480482,30.572096702498598,18.44,30.0
01a58151o0800o,58151.62197875,>19.43,0.00,3.0,o,3101.10,1236.56,-231.8,1336.9,308.0,-36.2,12.6,3.31,186.3,191.2,3.66,2.93,1.0,3.0,197.44875,-23.3838889,22.253,-0.426,-87.32448269081581,30.394709444869584,18.42,30.0
01a58151o0820o,58151.63163075,>19.53,0.00,3.0,o,3027.86,1198.83,-58.0,1209.1,136.0,-124.7,12.9,4.01,196.2,192.4,3.45,2.77,1.0,3.0,197.44875,-23.3838889,22.253,-0.443,-272.29775634700974,28.1687334152079,18.49,30.0
01a58151o0828o,58151.63576285,17.89,0.12,8.40,o,3012.99,1332.69,-1461.3,1156.0,350.0,116.8,13.9,2.49,174.4,184.8,3.45,2.76,1.0,3.0,197.44875,-23.3838889,22.251,-0.442,254.36055574803427,30.270648329603404,18.49,30.0
01a58158o0747o,58158.54705755,>20.01,0.00,3.0,o,604.06,10251.60,1441.0,589.0,2.0,-149.6,5.5,7.50,190.6,182.8,4.28,3.26,1.0,3.0,197.44875,-23.3838889,22.226,-0.391,-466.0920634495757,17.13573762682264,19.02,30.0
01a58158o0766o,58158.55575715,>19.98,0.00,3.0,o,580.51,10200.40,2981.5,680.9,169.0,-112.7,5.8,12.87,185.9,183.1,4.20,3.24,1.0,3.0,197.44875,-23.3838889,22.227,-0.392,-342.4498355029155,17.623860212217476,19.04,30.0
01a58158o0768o,58158.55667345,>19.99,0.00,3.0,o,9004.01,424.98,537.3,687.5,62.0,-84.2,5.8,3.91,183.3,180.5,4.21,3.24,1.0,3.0,197.44875,-23.3838889,22.234,-0.396,-255.75135469967685,17.617076689526435,19.04,30.0
01a58158o0771o,58158.55804875,>19.91,0.00,3.0,o,10468.10,10157.90,-1126.9,689.4,58.0,-134.3,6.3,8.82,174.8,176.8,4.15,3.23,1.0,3.0,197.44875,-23.3838889,22.224,-0.397,-404.9537052122102,18.996339112709784,19.03,30.0
01a58158o0792o,58158.56766225,>20.32,0.00,3.0,o,10425.30,10083.50,-18206.0,641.0,-34.0,-418.7,4.9,12.94,159.7,190.6,3.94,2.99,1.0,3.0,197.44875,-23.3838889,22.228,-0.412,-1120.8541814231332,13.11723307612456,19.08,30.0
01a58158o0793o,58158.56812115,>20.11,0.00,3.0,o,8978.08,343.05,-1610.1,521.2,101.0,-123.5,6.4,4.61,178.1,181.0,3.81,2.91,1.0,3.0,197.44875,-23.3838889,22.238,-0.418,-310.0014088353207,16.064850336405282,19.16,30.0
01a58158o0796o,58158.56949705,>20.03,0.00,3.0,o,644.46,10208.70,3514.1,685.5,198.0,-70.2,6.5,5.38,186.2,180.2,3.93,2.98,1.0,3.0,197.44875,-23.3838889,22.229,-0.413,-186.8205609920139,17.298200091853136,19.12,30.0
01a58158o0799o,58158.57087155,>20.09,0.00,3.0,o,9029.78,409.75,-507.2,777.0,174.0,-72.6,6.1,6.86,178.2,180.4,3.90,3.03,1.0,3.0,197.44875,-23.3838889,22.237,-0.409,-192.8069131072331,16.200029889175234,19.15,30.0
01a58158o0800o,58158.57132865,>19.85,0.00,3.0,o,10495.90,10147.10,-5155.6,948.6,108.0,-512.2,7.0,43.92,166.1,175.6,4.05,3.14,1.0,3.0,197.44875,-23.3838889,22.228,-0.399,-1462.5239633643157,19.98763714086335,19.07,30.0
01a58158o0817o,58158.57911285,>20.00,0.00,3.0,o,661.45,10054.30,5717.8,553.1,143.0,-27.9,6.3,3.85,194.2,182.2,3.99,3.11,1.0,3.0,197.44875,-23.3838889,22.232,-0.403,-77.73493383919761,17.553049576593008,19.08,30.0
01a58158o0822o,58158.58140975,>20.16,0.00,3.0,o,9042.03,250.90,-2864.3,579.2,-60.0,-144.8,5.7,7.66,179.6,181.7,3.92,3.05,1.0,3.0,197.44875,-23.3838889,22.241,-0.407,-386.93072179735293,15.231388910531157,19.08,30.0
01a58158o0826o,58158.58327405,>19.83,0.00,3.0,o,10505.00,9983.09,-7497.6,849.7,-233.0,-690.5,7.5,61.30,158.9,173.1,3.98,3.07,1.0,3.0,197.44875,-23.3838889,22.232,-0.409,-1904.8635683690543,20.69004599966388,19.06,30.0
01a58159o0818o,58159.58176515,>20.43,0.00,3.0,o,7618.58,663.15,-1502.8,559.9,183.0,-18.5,4.8,8.38,175.0,181.3,3.78,2.97,1.0,3.0,197.44875,-23.3838889,22.259,-0.415,-45.99373968147615,11.933510836274893,19.31,30.0
01a58159o0819o,58159.58222205,>20.56,0.00,3.0,o,9025.28,10408.30,-2240.4,559.6,-110.0,-275.2,4.0,6.87,184.3,181.1,3.96,3.00,1.0,3.0,197.44875,-23.3838889,22.250,-0.407,-724.6755611596136,10.533075016854848,19.29,30.0
01a58159o0839o,58159.59165065,18.01,0.07,14.87,o,2963.30,9714.24,506.9,476.6,345.0,90.7,6.1,6.07,176.4,181.5,3.86,2.91,1.0,3.0,197.44875,-23.3838889,22.257,-0.418,226.65553336386188,15.243646676070096,19.34,30.0
01a58159o0873o,58159.60775545,17.51,0.05,23.02,o,2922.24,9700.18,579.0,435.3,368.0,147.3,6.4,5.33,174.3,181.9,3.86,2.86,1.0,3.0,197.44875,-23.3838889,22.259,-0.416,360.4415344913558,15.660731980615596,19.33,30.0
01a58159o0881o,58159.61188515,>20.33,0.00,3.0,o,2896.65,9834.44,-1171.8,494.0,291.0,-54.9,5.0,6.74,179.5,180.8,3.95,3.00,1.0,3.0,197.44875,-23.3838889,22.257,-0.413,-144.0686345599064,13.121004969026083,19.3,30.0
01a58159o0885o,58159.61415915,18.45,0.12,8.23,o,1488.28,102.85,-606.0,576.3,298.0,56.8,6.9,4.96,175.6,180.8,3.96,3.02,1.0,3.0,197.44875,-23.3838889,22.250,-0.41,150.98340307225263,18.341293683072948,19.27,30.0
01a58167o0574o,58167.57327965,,,,o,,,,,,,,,,,,,1.0,3.0,197.44875,-23.3838889,20.837,,,,17.71,30.0
01a58167o0575o,58167.57373835,>17.54,0.00,3.0,o,1207.24,883.50,-9446.5,726.7,55.0,-276.1,7.2,2.40,170.5,181.5,4.05,3.13,1.0,3.0,197.44875,-23.3838889,19.938,-0.4,-6482.529662611327,169.04822010431565,16.74,30.0
01a58167o0585o,58167.57852945,>16.84,0.00,3.0,o,9316.48,9366.83,13282.7,1404.4,-123.0,-353.9,13.4,7.07,119.5,78.9,3.87,3.12,1.0,3.0,197.44875,-23.3838889,19.860,-0.4,-8504.031632285438,321.99498127331134,16.73,30.0
01a58167o0601o,58167.58610225,>17.28,0.00,3.0,o,1182.48,893.36,-6926.9,702.9,16.0,-200.4,6.4,1.57,170.9,178.4,4.11,3.31,1.0,3.0,197.44875,-23.3838889,19.630,-0.395,-6674.923276015862,213.17120242765228,16.42,30.0
01a58167o0635o,58167.60216275,>17.99,0.00,3.0,o,1175.07,1079.31,-7020.5,468.7,23.0,-174.6,4.6,1.51,166.7,173.7,4.26,3.48,1.0,3.0,197.44875,-23.3838889,20.078,-0.381,-4141.062904781492,109.10016816720999,16.83,30.0
01a58183o0563o,58183.48114895,>19.33,0.00,3.0,o,496.17,9805.60,4545.5,1077.5,100.0,-41.6,13.1,2.18,199.5,185.1,3.92,2.88,1.0,3.0,197.44875,-23.3838889,22.251,-0.4325,-106.47573107826423,33.52961723858802,18.43,30.0
01a58183o0576o,58183.48710365,19.65,0.57,1.46,o,527.71,9823.59,3570.3,1193.5,201.0,18.3,12.5,1.69,197.2,191.7,4.05,2.99,1.0,3.0,197.44875,-23.3838889,22.252,-0.427,49.94086342210611,34.112611627121666,18.45,30.0
01a58183o0580o,58183.48893495,18.64,0.25,3.83,o,455.56,9737.97,5736.3,1296.8,373.0,46.4,12.1,2.73,244.1,235.9,4.04,3.00,1.0,3.0,197.44875,-23.3838889,22.252,-0.427,126.73581023507926,33.04964016906162,18.42,30.0
01a58183o0585o,58183.49122665,,,,o,,,,,,,,,,,,,1.0,3.0,197.44875,-23.3838889,22.258,,,,18.4,30.0
01a58183o0586o,58183.49168565,>19.22,0.00,3.0,o,10332.80,9696.66,-1160.9,1462.8,-64.0,-54.0,13.8,2.47,111.7,116.2,4.00,2.94,1.0,3.0,197.44875,-23.3838889,22.249,-0.428,-143.6414653291823,36.70837447301326,18.42,30.0
01a58183o0596o,58183.49626605,>19.30,0.00,3.0,o,541.24,9672.47,-1893.2,1683.6,49.0,-141.3,13.8,2.37,232.8,239.5,3.88,2.83,1.0,3.0,197.44875,-23.3838889,22.253,-0.44,-353.54041570754777,34.52836331750998,18.47,30.0
01a58183o0608o,58183.50175715,>19.31,0.00,3.0,o,10308.10,9620.62,4441.6,1095.8,139.0,-30.7,12.6,1.99,162.9,156.5,3.97,3.00,1.0,3.0,197.44875,-23.3838889,22.250,-0.424,-82.32445840072434,33.787888464140934,18.39,30.0
01a58183o0614o,58183.50450125,,,,o,,,,,,,,,,,,,1.0,3.0,197.44875,-23.3838889,22.260,,,,18.41,30.0
01a58183o0616o,58183.50541615,>19.27,0.00,3.0,o,10360.90,9684.22,-7620.1,1203.6,41.0,-115.7,13.5,2.85,107.7,128.0,3.98,2.90,1.0,3.0,197.44875,-23.3838889,22.251,-0.43,-302.0599694985568,35.24468097001311,18.39,30.0
01a58183o0631o,58183.51230235,>19.30,0.00,3.0,o,10373.60,9539.70,-12726.9,1260.0,-130.0,-274.9,12.7,2.44,113.4,134.8,4.07,2.94,1.0,3.0,197.44875,-23.3838889,22.252,-0.426,-740.6196402188464,34.21560360414459,18.4,30.0
01a58187o0584o,58187.49172555,>16.53,0.00,3.0,o,8838.43,7706.40,-2626.4,360.5,122.0,-79.9,4.3,3.99,176.9,182.7,3.76,2.68,1.0,3.0,197.44875,-23.3838889,18.121,-0.428,-8157.3324748362875,439.0053772440055,14.87,30.0
01a58187o0599o,58187.49859105,>16.46,0.00,3.0,o,8904.38,7640.24,-95.6,373.4,174.0,-24.0,4.0,1.20,183.2,183.3,3.82,2.78,1.0,3.0,197.44875,-23.3838889,18.031,-0.4255,-2798.969369679935,466.49489494665585,14.84,30.0
01a58223o0222o,58223.41670655,>19.85,0.00,3.0,o,8023.99,7059.08,-839.4,581.8,323.0,-9.2,5.3,8.82,176.7,183.5,4.01,3.54,1.0,3.0,197.44875,-23.3838889,22.038,-0.404,-35.09249181363861,20.21632680568311,18.73,30.0
