expname,mjd,mag,magerr,snr,filter,x,y,flux,dflux,peakval,peakfit,dpeak,chi/N,skyfit,skyval,major,minor,snrdet,snrlimit,ra,dec,zp,apfit,uJy,duJy,mag5sig,texp
01a58463o0911o,58463.65317545,>19.30,0.00,3.0,o,2368.15,8713.67,2482.9,842.7,231.0,-37.9,7.3,4.34,186.2,179.5,4.19,3.98,1.0,3.0,197.44875,-23.3852777889,22.014,-0.3445,-164.36715961354787,31.659109899179402,18.41,30.0
01a58463o0931o,58463.66243725,>15.70,0.00,3.0,o,2411.22,8767.06,5439.9,5425.8,175.0,-81.7,51.1,1.10,128.0,121.0,4.55,4.20,1.0,3.0,197.44875,-23.3852777889,20.679,-0.333,-1373.920137023993,859.3307099378952,15.66,30.0
01a58463o0938o,58463.66571465,>15.18,0.00,3.0,o,2424.79,8640.48,15659.7,17149.2,343.0,-97.9,149.3,1.05,77.7,52.5,3.91,3.67,1.0,3.0,197.44875,-23.3852777889,21.005,-0.392,-966.7279136103596,1474.2847548725913,15.35,30.0
01a58491o0937o,58491.63001045,>20.42,0.00,3.0,o,2286.92,6646.73,-4224.9,584.6,52.0,-153.3,5.2,16.29,170.6,181.4,3.42,2.96,1.0,3.0,197.44875,-23.3852777889,22.226,-0.419,-355.5811394196345,12.061460697861051,19.36,30.0
01a58491o0958o,58491.63968165,18.99,0.15,6.54,o,2262.52,6574.73,2922.3,428.0,316.0,36.6,5.6,14.46,182.9,181.9,3.53,3.13,1.0,3.0,197.44875,-23.3852777889,22.226,-0.416,92.4014685560843,14.137929615138578,19.31,30.0
01a58491o0985o,58491.65212165,>20.43,0.00,3.0,o,2309.94,6607.75,-667.7,430.3,137.0,-104.3,4.9,13.57,179.3,181.7,3.46,3.09,1.0,3.0,197.44875,-23.3852777889,22.230,-0.418,-254.3300238108634,11.948390380376132,19.31,30.0
01a58491o1011o,58491.66410375,19.33,0.29,3.24,o,2322.99,6448.20,807.1,717.4,219.0,27.5,8.5,5.36,176.5,177.7,3.49,3.08,1.0,3.0,197.44875,-23.3852777889,22.230,-0.413,67.11005311910799,20.74310732772429,18.98,30.0
01a58499o0845o,58499.59213565,>20.31,0.00,3.0,o,6523.24,870.96,608.7,473.6,166.0,-50.9,5.3,5.42,180.9,180.7,3.52,3.12,1.0,3.0,197.44875,-23.3852777889,22.225,-0.412,-127.3778121416831,13.263308533416902,19.24,30.0
01a58499o0861o,58499.59952145,>16.90,0.00,3.0,o,7599.84,10513.70,-53729.1,7755.4,11.0,15.3,118.5,0.44,14.8,159.9,3.55,3.19,1.0,3.0,197.44875,-23.3852777889,22.220,-0.409,39.55389098245579,306.3487634915693,19.21,30.0
01a58499o0864o,58499.60090175,19.61,0.24,3.96,o,6498.49,803.20,671.4,468.6,225.0,22.6,5.7,8.10,179.8,182.6,3.37,3.01,1.0,3.0,197.44875,-23.3852777889,22.228,-0.41,51.99763377330629,13.114447456099374,19.28,30.0
01a58499o0875o,58499.60596735,>20.18,0.00,3.0,o,6565.76,863.25,-1344.2,534.7,255.0,-7.2,6.1,6.88,174.5,180.8,3.51,3.08,1.0,3.0,197.44875,-23.3852777889,22.230,-0.414,-17.687606778689567,14.985333520834216,19.26,30.0
01a58499o0885o,58499.61057235,,,,o,,,,,,,,,,,,,1.0,3.0,197.44875,-23.3852777889,22.222,,,,19.22,30.0
01a58499o0892o,58499.61379965,>20.26,0.00,3.0,o,6578.40,720.06,-1762.9,420.1,251.0,-7.9,5.9,7.08,175.2,181.6,3.41,3.06,1.0,3.0,197.44875,-23.3852777889,22.231,-0.41,-18.64582664017804,13.925364199626635,19.25,30.0
01a58499o0906o,58499.62336705,>20.23,0.00,3.0,o,7653.22,10391.10,-696.3,536.2,215.0,-37.2,5.8,5.09,176.3,178.7,3.52,3.09,1.0,3.0,197.44875,-23.3852777889,22.226,-0.411,-92.02860270465747,14.348545582984228,19.25,30.0
01a58503o0930o,58503.63418205,>19.29,0.00,3.0,o,4215.29,6515.36,1738.8,1328.9,137.0,0.1,13.3,3.12,181.1,174.8,3.47,3.25,1.0,3.0,197.44875,-23.3852777889,22.233,-0.409,0.2543850479223556,33.8332113736733,18.51,30.0
01a58503o0960o,58503.64819615,>19.59,0.00,3.0,o,6384.96,3854.06,-2390.3,1075.8,62.0,-112.3,10.6,2.46,173.9,181.3,3.42,3.14,1.0,3.0,197.44875,-23.3852777889,22.234,-0.407,-271.2778005711025,25.60591884286453,18.55,30.0
01a58503o0985o,58503.66004375,>19.56,0.00,3.0,o,6315.26,3823.22,870.5,736.1,269.0,-25.1,10.8,2.78,177.7,181.2,3.51,3.10,1.0,3.0,197.44875,-23.3852777889,22.233,-0.414,-61.89011320319109,26.630008868305328,18.5,30.0
01a58503o0998o,58503.66636435,>19.42,0.00,3.0,o,6303.38,3964.79,-2179.2,1273.3,168.0,-22.7,11.3,2.52,180.9,184.9,3.58,3.31,1.0,3.0,197.44875,-23.3852777889,22.235,-0.407,-60.45268891445633,30.09318875477341,18.37,30.0
01a58504o0658o,58504.51618585,>18.24,0.00,3.0,o,407.93,6853.06,1894.7,3227.0,390.0,-78.4,32.5,2.65,203.1,205.3,3.60,3.28,1.0,3.0,197.44875,-23.3852777889,22.200,-0.404,-214.27482665827304,88.82566156114635,17.9,30.0
01a58504o0695o,58504.53422495,>18.41,0.00,3.0,o,365.00,6772.01,-4861.5,2579.7,457.0,-3.7,29.6,2.30,174.0,192.3,3.53,3.18,1.0,3.0,197.44875,-23.3852777889,22.213,-0.411,-9.560537179088476,76.4842974327078,18.05,30.0
01a58504o0710o,58504.54178475,>18.44,0.00,3.0,o,410.63,6831.53,-5263.5,2409.7,430.0,7.4,28.4,2.55,185.4,202.3,3.54,3.23,1.0,3.0,197.44875,-23.3852777889,22.216,-0.413,19.45880873756502,74.67975245227656,18.03,30.0
01a58504o0728o,58504.55110595,>18.50,0.00,3.0,o,416.32,6690.24,-3967.6,2601.7,7.0,-207.7,26.1,2.61,187.1,188.9,3.78,3.11,1.0,3.0,197.44875,-23.3852777889,22.220,-0.409,-557.4005984809943,70.04408098389,18.09,30.0
01a58504o0731o,58504.55281525,>18.56,0.00,3.0,o,9953.27,6713.96,-6010.7,2195.9,1.0,-221.7,24.0,2.37,175.1,184.3,3.80,3.16,1.0,3.0,197.44875,-23.3852777889,22.214,-0.407,-609.9793286571604,66.03294491552481,17.98,30.0
01a58504o0749o,58504.56167325,>18.56,0.00,3.0,o,9923.81,6650.12,-26224.6,2120.2,-17.0,-448.8,24.1,3.02,157.0,203.1,3.78,3.19,1.0,3.0,197.44875,-23.3852777889,22.219,-0.407,-1234.281093005738,66.27935459322256,18.07,30.0
01a58504o0766o,58504.57011895,>18.69,0.00,3.0,o,9968.25,6701.24,-1656.6,2213.0,19.0,-226.2,23.8,3.09,183.9,181.1,3.47,3.13,1.0,3.0,197.44875,-23.3852777889,22.223,-0.411,-560.3316553946023,58.95620423692104,18.14,30.0
01a58504o0787o,58504.58047215,>18.83,0.00,3.0,o,9975.50,6553.90,-3353.0,1920.4,233.0,0.4,20.9,2.14,152.3,165.0,3.53,3.09,1.0,3.0,197.44875,-23.3852777889,22.226,-0.41,0.9914525210381808,51.80339422424494,18.19,30.0
01a58507o0744o,58507.55400075,>19.20,0.00,3.0,o,359.04,6735.37,-12007.3,1445.2,79.0,-262.8,17.3,4.96,177.1,202.3,3.21,2.90,1.0,3.0,197.44875,-23.3852777889,22.213,-0.421,-568.338578190853,37.41346043646026,18.47,30.0
01a58507o0759o,58507.56092355,>19.10,0.00,3.0,o,334.02,6675.29,-5795.5,1401.3,-10.0,-111.8,16.1,3.54,183.9,193.5,3.42,3.19,1.0,3.0,197.44875,-23.3852777889,22.214,-0.406,-279.2140948908843,40.20882761845473,18.45,30.0
01a58507o0762o,58507.56230605,>19.08,0.00,3.0,o,387.39,6748.94,13059.8,1765.8,348.0,-45.2,16.7,3.68,225.3,205.1,3.40,3.15,1.0,3.0,197.44875,-23.3852777889,22.215,-0.402,-110.3079086840639,40.75535564212095,18.42,30.0
01a58507o0773o,58507.57080145,>19.22,0.00,3.0,o,9933.89,6635.98,242.1,1176.8,188.0,-72.5,12.4,3.98,184.3,182.6,3.74,3.39,1.0,3.0,197.44875,-23.3852777889,22.212,-0.38,-205.82022671785282,35.20235601795,18.38,30.0
01a58507o0781o,58507.57449025,>19.02,0.00,3.0,o,395.49,6594.46,-13017.2,1931.8,136.0,-44.1,15.2,2.46,165.2,189.4,3.71,3.38,1.0,3.0,197.44875,-23.3852777889,22.218,-0.383,-123.48321966987173,42.56110972748413,18.36,30.0
01a58507o0788o,58507.57771405,19.22,0.41,2.20,o,9907.95,6574.93,4738.7,1086.9,118.0,29.2,13.3,3.08,188.8,179.7,3.46,3.23,1.0,3.0,197.44875,-23.3852777889,22.214,-0.399,74.22329290575452,33.80718478241558,18.47,30.0
01a58507o0793o,58507.58001915,>19.30,0.00,3.0,o,9960.74,6643.53,-1373.2,1199.3,119.0,-82.4,15.3,3.78,181.1,183.0,3.25,2.94,1.0,3.0,197.44875,-23.3852777889,22.215,-0.416,-181.73419365068983,33.744334500674206,18.54,30.0
01a58507o0809o,58507.58739145,>19.38,0.00,3.0,o,9971.56,6502.43,-2892.9,1128.3,155.0,-4.7,14.0,3.47,168.0,177.2,3.28,2.98,1.0,3.0,197.44875,-23.3852777889,22.218,-0.409,-10.506709170693801,31.296580508449612,18.57,30.0
01a58511o0543o,58511.59828215,17.37,0.06,18.64,o,8214.68,2564.83,4510.7,650.0,204.0,143.5,7.7,6.06,182.0,180.8,3.96,3.16,1.0,3.0,197.44875,-23.3852777889,22.211,-0.402,410.6888526117203,22.036962823067917,18.9,30.0
01a58511o0549o,58511.60104975,18.39,0.13,7.68,o,8196.78,2526.45,2832.3,568.2,196.0,56.1,7.3,4.03,183.5,181.5,3.91,3.20,1.0,3.0,197.44875,-23.3852777889,22.212,-0.401,160.23904289217646,20.851069752457896,18.86,30.0
01a58511o0555o,58511.60381335,17.67,0.07,14.88,o,8251.52,2603.52,1268.0,734.3,230.0,120.5,8.1,6.94,176.9,181.4,3.70,3.03,1.0,3.0,197.44875,-23.3852777889,22.212,-0.41,310.9640219629491,20.902975750206533,18.95,30.0
01a58511o0565o,58511.60841905,19.43,0.33,2.86,o,8268.53,2486.22,1039.6,604.3,227.0,20.9,7.3,3.26,181.0,180.7,3.83,3.36,1.0,3.0,197.44875,-23.3852777889,22.213,-0.402,61.399252338532975,21.44567186943975,18.88,30.0
01a58515o0657o,58515.55387545,>20.26,0.00,3.0,o,1977.70,4568.81,-1852.4,469.0,252.0,-5.8,5.9,5.67,175.3,183.2,3.43,3.00,1.0,3.0,197.44875,-23.3852777889,22.220,-0.41,-13.637102777049249,13.872225238722512,19.3,30.0
01a58515o0670o,58515.55986015,>20.32,0.00,3.0,o,2030.90,4608.16,-2245.7,499.9,240.0,-29.9,6.1,9.60,176.9,183.9,3.26,2.89,1.0,3.0,197.44875,-23.3852777889,22.223,-0.421,-64.84333995620017,13.228908820495686,19.33,30.0
01a58515o0673o,58515.56124285,>20.46,0.00,3.0,o,1957.91,4530.15,-2697.2,539.2,118.0,-36.3,5.6,8.32,175.9,184.2,3.25,2.79,1.0,3.0,197.44875,-23.3852777889,22.223,-0.429,-76.32607584668168,11.774821618220864,19.38,30.0
01a58515o0684o,58515.56800455,>20.53,0.00,3.0,o,2047.17,4492.64,-2571.0,506.5,134.0,-125.6,5.0,7.41,179.5,183.2,3.31,2.88,1.0,3.0,197.44875,-23.3852777889,22.224,-0.423,-275.86008533432295,10.981691295156168,19.34,30.0
01a58519o0874o,58519.60690835,>20.57,0.00,3.0,o,6503.65,2124.47,-837.4,500.7,196.0,-60.5,5.4,9.04,177.2,183.9,3.13,2.71,1.0,3.0,197.44875,-23.3852777889,22.222,-0.441,-120.43362215142916,10.749447266408556,19.45,30.0
01a58519o0886o,58519.61258725,>20.68,0.00,3.0,o,4028.53,8402.00,223.1,457.5,177.0,-45.1,5.2,29.68,179.2,182.9,2.98,2.66,1.0,3.0,197.44875,-23.3852777889,22.222,-0.436,-83.51282749838208,9.6289734587935,19.53,30.0
01a58519o0903o,58519.62059995,>20.62,0.00,3.0,o,6466.81,2085.34,-3100.9,442.9,145.0,-128.9,5.7,11.73,176.6,182.9,2.97,2.58,1.0,3.0,197.44875,-23.3852777889,22.221,-0.442,-232.22438313079596,10.269037888638765,19.54,30.0
01a58519o0937o,58519.63658725,>20.53,0.00,3.0,o,6432.69,2201.72,-342.2,393.4,176.0,-63.9,5.5,16.11,168.9,182.8,3.18,2.71,1.0,3.0,197.44875,-23.3852777889,22.221,-0.437,-128.8771769462843,11.0927147606348,19.48,30.0
01a58523o0662o,58523.57499495,>20.34,0.00,3.0,o,596.82,664.71,-4380.0,505.6,175.0,-19.6,5.9,29.19,168.4,183.6,3.52,2.75,1.0,3.0,197.44875,-23.3852777889,22.236,-0.431,-43.55220762693558,13.110103316271422,19.37,30.0
01a58523o0693o,58523.58945205,>20.42,0.00,3.0,o,10012.60,9926.39,-1940.5,495.1,96.0,-190.7,5.7,6.55,178.9,180.9,3.28,2.85,1.0,3.0,197.44875,-23.3852777889,22.236,-0.429,-408.458691780864,12.208781033827606,19.42,30.0
01a58523o0697o,58523.59129445,>20.27,0.00,3.0,o,8949.93,143.10,-1180.2,496.8,204.0,-17.9,5.8,6.25,173.2,179.9,3.56,2.94,1.0,3.0,197.44875,-23.3852777889,22.227,-0.417,-42.80841070762001,13.870881681798663,19.32,30.0
01a58523o0700o,58523.59267575,>20.40,0.00,3.0,o,497.88,10055.00,-1653.2,447.0,156.0,-266.3,4.8,7.71,183.8,182.2,3.76,3.01,1.0,3.0,197.44875,-23.3852777889,22.234,-0.41,-679.8361467974989,12.253899754517443,19.27,30.0
01a58523o0709o,58523.59698535,>20.46,0.00,3.0,o,1581.24,10376.50,-3119.5,469.4,138.0,-130.6,5.5,10.26,173.6,181.2,3.32,2.78,1.0,3.0,197.44875,-23.3852777889,22.227,-0.431,-279.00038453300283,11.749633345570562,19.4,30.0
01a58523o0711o,58523.59807775,>20.40,0.00,3.0,o,9945.11,9845.43,1686.0,472.8,98.0,-77.1,5.7,5.26,185.3,181.7,3.48,2.72,1.0,3.0,197.44875,-23.3852777889,22.235,-0.433,-167.98916496072587,12.41943242900308,19.4,30.0
01a58523o0713o,58523.59899955,19.07,0.16,6.38,o,8911.84,103.66,877.1,509.2,221.0,44.0,6.9,8.52,178.8,179.6,3.07,2.72,1.0,3.0,197.44875,-23.3852777889,22.227,-0.436,85.4355660696361,13.397850133647479,19.49,30.0
01a58523o0720o,58523.60221865,>20.40,0.00,3.0,o,8893.87,222.98,-2636.6,593.9,147.0,-23.8,5.4,6.54,179.7,186.5,3.53,2.81,1.0,3.0,197.44875,-23.3852777889,22.226,-0.428,-54.54271190955909,12.375237155950384,19.35,30.0
01a58523o0721o,58523.60267875,>20.36,0.00,3.0,o,9940.46,9964.49,1473.3,479.1,214.0,-93.1,5.9,6.86,186.0,183.3,3.42,2.78,1.0,3.0,197.44875,-23.3852777889,22.234,-0.434,-204.12647138367853,12.936049206914108,19.4,30.0
01a58523o0734o,58523.60869355,>20.45,0.00,3.0,o,518.87,10090.90,588.1,572.4,80.0,-228.9,5.3,16.17,177.0,182.0,3.47,2.80,1.0,3.0,197.44875,-23.3852777889,22.233,-0.432,-512.4034487154556,11.864300035788181,19.39,30.0
01a58523o0753o,58523.61776725,>20.50,0.00,3.0,o,453.87,10012.50,5.3,471.2,13.0,-217.7,4.9,8.47,184.1,181.5,3.47,2.91,1.0,3.0,197.44875,-23.3852777889,22.233,-0.423,-502.29590562248217,11.305695624943333,19.39,30.0
01a58523o0761o,58523.62144775,>20.35,0.00,3.0,o,446.69,10132.80,36.3,556.5,-9.0,-209.3,5.6,10.87,179.6,179.5,3.46,2.93,1.0,3.0,197.44875,-23.3852777889,22.233,-0.423,-484.832464689393,12.972106078645968,19.39,30.0
01a58527o0752o,58527.56563545,>20.28,0.00,3.0,o,5853.96,4551.86,201.8,472.4,199.0,-33.1,5.7,4.61,182.3,181.8,3.65,2.89,1.0,3.0,197.44875,-23.3852777889,22.226,-0.423,-80.29665360660044,13.827520409595845,19.27,30.0
01a58527o0772o,58527.57523665,>20.46,0.00,3.0,o,4740.80,6071.15,-2297.1,460.6,-26.0,-132.0,4.4,8.29,179.0,182.0,3.80,3.05,1.0,3.0,197.44875,-23.3852777889,22.225,-0.41,-347.96544046448497,11.598848015482831,19.27,30.0
01a58527o0776o,58527.57725145,>20.42,0.00,3.0,o,5888.65,4590.91,-101.0,391.7,178.0,-2.8,5.6,11.41,177.8,181.8,3.36,2.81,1.0,3.0,197.44875,-23.3852777889,22.227,-0.43,-6.113393824492211,12.226787648984422,19.36,30.0
01a58527o0800o,58527.58934425,>20.40,0.00,3.0,o,4670.28,6107.87,-768.4,411.3,243.0,-13.6,5.2,12.05,176.2,182.5,3.58,2.89,1.0,3.0,197.44875,-23.3852777889,22.225,-0.421,-32.32946539055052,12.361266178739905,19.33,30.0
01a58531o0814o,58531.58459305,18.69,0.22,4.42,o,6210.24,7937.21,-1420.9,1030.8,74.0,47.3,10.7,7.07,172.4,179.6,3.62,3.12,1.0,3.0,197.44875,-23.3852777889,22.231,-0.413,121.17221606165685,27.411050990691933,18.67,30.0
01a58531o0842o,58531.59750195,>19.61,0.00,3.0,o,6229.67,7973.89,1742.8,902.7,33.0,0.4,10.7,6.55,178.2,177.3,3.45,3.03,1.0,3.0,197.44875,-23.3852777889,22.229,-0.415,0.951920018998139,25.463860508200217,18.72,30.0
01a58531o0858o,58531.60487425,>19.70,0.00,3.0,o,6175.94,7896.01,1317.4,952.5,157.0,-106.9,10.1,7.61,179.3,182.1,3.34,3.04,1.0,3.0,197.44875,-23.3852777889,22.228,-0.416,-247.55773522578323,23.389458613474375,18.76,30.0
01a58531o0872o,58531.61169095,19.20,0.35,2.67,o,6153.77,8012.23,3845.5,949.7,269.0,25.1,9.4,5.11,185.1,180.5,4.04,3.35,1.0,3.0,197.44875,-23.3852777889,22.225,-0.391,75.92392279923631,28.433660331188097,18.65,30.0
01a58539o0759o,58539.56930385,>19.79,0.00,3.0,o,8176.13,9871.76,-1942.7,795.0,147.0,-49.8,9.7,3.45,174.4,179.6,3.30,3.07,1.0,3.0,197.44875,-23.3852777889,22.269,-0.42,-111.21424128569653,21.662211656049326,18.94,30.0
01a58539o0763o,58539.57114465,>19.87,0.00,3.0,o,7154.12,157.40,-2198.9,703.8,204.0,-27.5,9.3,2.62,172.4,177.6,3.25,3.01,1.0,3.0,197.44875,-23.3852777889,22.263,-0.422,-59.73946042566274,20.202799343951405,18.94,30.0
01a58539o0778o,58539.57804805,18.84,0.19,5.32,o,8196.07,9909.74,-799.7,703.6,247.0,49.5,9.3,4.25,178.1,180.9,3.23,3.00,1.0,3.0,197.44875,-23.3852777889,22.267,-0.422,106.12256081120917,19.93817809180294,18.97,30.0
01a58539o0782o,58539.57989475,>19.86,0.00,3.0,o,7173.39,195.39,-920.1,854.3,198.0,-9.4,8.8,3.33,171.9,177.8,3.35,3.09,1.0,3.0,197.44875,-23.3852777889,22.261,-0.413,-21.46890455982667,20.098548949624966,18.95,30.0
01a58539o0797o,58539.58682515,>19.87,0.00,3.0,o,8141.95,9830.22,-748.2,942.1,44.0,-102.8,8.8,3.59,176.6,179.8,3.35,3.09,1.0,3.0,197.44875,-23.3852777889,22.267,-0.4085,-232.52794120778162,19.905115589771192,18.93,30.0
01a58539o0801o,58539.58866465,>19.78,0.00,3.0,o,7119.67,116.37,814.6,838.2,160.0,-77.7,8.5,2.60,175.4,174.4,3.40,3.40,1.0,3.0,197.44875,-23.3852777889,22.259,-0.4,-196.18129552596034,21.461274285336714,18.83,30.0
01a58539o0816o,58539.59558095,20.30,0.61,1.34,o,8125.97,9947.15,1189.9,777.9,175.0,11.9,8.9,5.06,178.2,179.2,3.38,3.08,1.0,3.0,197.44875,-23.3852777889,22.265,-0.423,27.48483432575148,20.555884495730098,18.94,30.0
01a58539o0820o,58539.59743515,18.73,0.17,5.89,o,7084.31,234.17,1360.6,812.0,229.0,52.4,8.9,6.01,175.6,178.1,3.31,3.00,1.0,3.0,197.44875,-23.3852777889,22.258,-0.428,116.72376317257726,19.82521931747973,18.92,30.0
01a58543o0691o,58543.53958085,>20.33,0.00,3.0,o,7708.51,6451.93,-871.0,596.8,218.0,-9.0,7.4,13.63,174.9,179.6,2.98,2.67,1.0,3.0,197.44875,-23.3852777889,22.254,-0.4335,-16.204990477336594,13.324103281365643,19.39,30.0
01a58543o0699o,58543.54326195,>20.28,0.00,3.0,o,7670.60,6414.62,-783.4,522.3,198.0,-20.3,7.7,11.98,177.8,181.7,3.00,2.66,1.0,3.0,197.44875,-23.3852777889,22.254,-0.432,-36.60814091861654,13.885846555337308,19.41,30.0
01a58543o0705o,58543.54602715,18.72,0.13,7.89,o,7742.58,6491.32,847.8,562.8,385.0,59.2,7.5,17.89,175.0,181.2,3.10,2.78,1.0,3.0,197.44875,-23.3852777889,22.216,-0.424,118.52417519282874,15.015731654496882,19.31,30.0
01a58543o0714o,58543.55249225,>20.49,0.00,3.0,o,2811.83,4211.49,-3143.6,602.0,169.0,-147.2,6.3,10.04,176.5,180.5,2.97,2.71,1.0,3.0,197.44875,-23.3852777889,22.253,-0.4365,-269.0991311063539,11.517150312296398,19.42,30.0
01a58547o0672o,58547.52251425,>18.81,0.00,3.0,o,2888.90,6069.82,-2959.3,487.7,198.0,-63.3,6.0,8.28,171.9,181.7,3.15,2.88,1.0,3.0,197.44875,-23.3852777889,20.646,-0.435,-572.2495987743241,54.2416681302677,17.76,30.0
01a58547o0704o,58547.53759565,15.28,0.04,27.15,o,2928.51,6104.76,25361.0,524.8,359.0,241.6,8.9,9.55,195.9,146.7,2.91,2.91,1.0,3.0,197.44875,-23.3852777889,20.299,-0.438,2814.2433802489318,103.67038942142175,17.36,30.0
01a58547o0723o,58547.54670665,>19.82,0.00,3.0,o,2850.53,6028.83,685.2,567.9,103.0,-50.2,5.8,5.09,183.5,183.2,3.07,3.07,1.0,3.0,197.44875,-23.3852777889,21.667,-0.42,-181.57632140357723,20.978937532684217,18.7,30.0
01a58547o0732o,58547.55085065,>19.97,0.00,3.0,o,2841.16,6144.88,-353.7,525.0,96.0,-22.7,6.5,7.19,179.0,182.7,3.03,3.03,1.0,3.0,197.44875,-23.3852777889,21.905,-0.425,-64.5341894196018,18.478952917507122,18.95,30.0
01a58551o0696o,58551.53399905,>17.88,0.00,3.0,o,8129.32,7920.46,-4163.7,573.2,209.0,-10.2,7.9,5.29,182.4,195.2,3.28,2.91,1.0,3.0,197.44875,-23.3852777889,20.072,-0.426,-163.24720327224165,126.43655939712833,17.08,30.0
01a58551o0717o,58551.54369285,>17.94,0.00,3.0,o,8149.18,7958.48,757.7,595.8,227.0,-1.5,7.0,2.93,191.0,190.8,3.02,2.81,1.0,3.0,197.44875,-23.3852777889,19.878,-0.438,-25.803776239257218,120.41762244986701,16.98,30.0
01a58551o0738o,58551.55339765,>17.60,0.00,3.0,o,8095.68,7879.50,-20307.8,709.9,-42.0,-428.2,5.1,45.01,152.4,221.8,2.76,2.76,1.0,3.0,197.44875,-23.3852777889,19.075,-0.464,-14188.731563436788,168.99236565513223,16.21,30.0
01a58551o0759o,58551.56308705,>18.19,0.00,3.0,o,8080.29,7995.19,-1979.4,577.3,226.0,3.2,6.9,2.86,186.0,194.9,2.87,2.68,1.0,3.0,197.44875,-23.3852777889,20.002,-0.45,45.00340916725499,97.03860101689357,17.12,30.0
01a58555o0703o,58555.53899625,>20.06,0.00,3.0,o,2832.12,2191.33,-121.2,545.9,94.0,-68.4,5.9,6.79,182.7,183.5,3.16,2.94,1.0,3.0,197.44875,-23.3852777889,21.904,-0.415,-195.15031652820807,16.833141337959464,18.96,30.0
01a58555o0724o,58555.54875515,20.07,0.56,1.49,o,2850.37,2229.08,2673.6,609.3,169.0,8.8,5.9,6.37,189.7,187.1,3.11,2.92,1.0,3.0,197.44875,-23.3852777889,21.551,-0.422,34.190437488353965,22.92313422514641,18.56,30.0
01a58555o0745o,58555.55846295,>19.66,0.00,3.0,o,2777.86,2151.92,-571.3,415.8,157.0,-45.2,4.7,4.06,177.6,180.3,3.12,2.92,1.0,3.0,197.44875,-23.3852777889,21.243,-0.428,-235.26353892515993,24.46324409177548,18.24,30.0
01a58555o0766o,58555.56815645,>17.72,0.00,3.0,o,2763.71,2268.01,-3301.4,512.4,105.0,-113.5,6.3,3.36,165.3,172.1,3.36,3.13,1.0,3.0,197.44875,-23.3852777889,19.777,-0.423,-2619.1370358959425,145.37941256514924,16.7,30.0
01a58559o0544o,58559.48748945,>19.87,0.00,3.0,o,6655.77,5998.51,754.0,685.4,276.0,-38.9,9.8,6.63,183.2,181.8,3.16,2.90,1.0,3.0,197.44875,-23.3852777889,22.254,-0.417,-79.45357209743511,20.016581145369255,18.92,30.0
01a58559o0564o,58559.49672275,>19.78,0.00,3.0,o,6675.51,6036.08,1255.0,717.3,124.0,-13.5,9.3,6.05,181.9,180.8,3.36,3.13,1.0,3.0,197.44875,-23.3852777889,22.254,-0.407,-31.354229199511188,21.599580115218817,18.86,30.0
01a58559o0598o,58559.51274195,>19.83,0.00,3.0,o,6625.27,5957.68,788.1,670.0,212.0,-1.9,8.9,6.34,181.8,182.0,3.33,3.14,1.0,3.0,197.44875,-23.3852777889,22.253,-0.414,-4.419836741463837,20.703445788962185,18.87,30.0
01a58559o0614o,58559.52011075,18.85,0.20,4.89,o,6609.20,6072.73,-124.7,804.7,229.0,47.4,9.7,6.27,179.0,184.5,3.27,3.03,1.0,3.0,197.44875,-23.3852777889,22.250,-0.415,104.86908243724598,21.460550625343583,18.89,30.0
01a58567o0547o,58567.46777365,>14.84,0.00,3.0,o,10534.70,5987.04,-313819.5,51030.7,69.0,337.9,899.2,0.01,7.1,128.1,2.91,2.91,1.0,3.0,197.44875,-23.3852777889,22.044,-0.445,794.0592606303271,2113.104726720303,18.26,30.0
01a58567o0564o,58567.47560035,,,,o,,,,,,,,,,,,,1.0,3.0,197.44875,-23.3852777889,21.529,,,,17.25,30.0
01a58567o0569o,58567.47850965,17.72,0.32,2.94,o,10489.70,5946.12,9203.2,2954.7,150.0,99.1,33.7,2.60,205.0,188.2,3.11,2.93,1.0,3.0,197.44875,-23.3852777889,21.854,-0.434,295.5155981716793,100.49319534193334,17.79,30.0
01a58567o0584o,58567.48542025,>15.16,0.00,3.0,o,963.58,6130.93,6294.3,7025.1,356.0,-24.4,82.4,1.69,212.5,202.1,3.03,2.84,1.0,3.0,197.44875,-23.3852777889,19.786,-0.47,-477.1221075719916,1611.2648222922994,14.77,30.0
01a58567o0595o,58567.49048625,18.09,0.55,1.52,o,10485.60,6061.02,3190.1,3342.9,198.0,60.8,40.0,2.04,144.3,131.4,3.08,2.89,1.0,3.0,197.44875,-23.3852777889,21.675,-0.447,211.36393408828363,139.05521979492346,17.43,30.0
01a58567o0604o,58567.49463035,>16.92,0.00,3.0,o,981.71,6169.12,5061.0,4163.4,120.0,-26.9,50.0,1.29,180.2,182.4,3.03,2.87,1.0,3.0,197.44875,-23.3852777889,21.015,-0.4595,-169.72880382736176,315.48104800624867,16.43,30.0
01a58567o0610o,58567.49739005,>17.02,0.00,3.0,o,927.08,6091.77,4147.6,4544.8,109.0,30.2,45.1,1.20,149.9,149.1,3.08,2.93,1.0,3.0,197.44875,-23.3852777889,21.039,-0.456,192.79866620287302,287.92118694535014,16.29,30.0
01a58567o0617o,58567.50061435,>15.91,0.00,3.0,o,912.42,6208.07,14205.3,6014.3,357.0,19.6,66.2,1.72,152.4,136.6,3.31,2.95,1.0,3.0,197.44875,-23.3852777889,20.439,-0.438,231.41144083510184,781.6039481267215,15.37,30.0
