mjd,interp_mag
0.0,17.77499051939199
0.14131313131656498,18.43820278967793
0.282626262625854,18.01294656217823
0.423939393942419,17.35871902942398
0.565252525251708,17.147466844236675
0.706565656568273,17.361071715408443
0.8478787878775621,17.822478557349818
0.9891919191941271,18.351085356262978
1.130505050503416,18.74705384705176
1.271818181819981,18.771555398428404
1.41313131312927,18.588224981330598
1.554444444445835,18.684308675251117
1.6957575757551242,18.94427519499694
1.8370707070716892,19.192134291923093
1.9783838383809782,19.32736118177852
2.119696969697543,19.351167212051713
2.261010101006832,19.375862285373636
2.402323232323397,19.44367299698009
2.543636363632686,19.472900818130178
2.684949494949251,19.54812520927379
2.826262626265817,19.777530420917234
2.967575757575105,19.947317820066726
3.10888888889167,19.591467490665117
3.250202020200959,19.228504833064648
3.391515151517524,19.410827718092634
3.532828282826813,19.923155691617517
3.6741414141433784,20.409829046773964
3.815454545452667,20.559727100596646
3.9567676767692324,20.454275345164803
4.098080808078522,20.345758712099823
4.239393939395086,20.294174401929062
4.380707070704375,20.289532840816406
4.52202020202094,20.32175041980468
4.663333333330228,20.380743529934563
4.804646464646794,20.456428562255397
4.945959595956083,20.538721907803396
5.087272727272648,20.618357134601165
5.228585858581936,20.692968083165937
5.369898989898502,20.76365351925662
5.511212121207792,20.831538320144197
5.652525252524357,20.897747363113993
5.793838383840921,20.963405525440827
5.93515151515021,21.02963768439964
6.076464646466775,21.09746697000017
6.217777777776064,21.16646338060866
6.359090909092629,21.235112712013613
6.500404040401918,21.301874788253258
6.641717171718483,21.365209433379647
6.783030303027773,21.423576471431584
6.924343434344338,21.47543572646024
7.065656565653626,21.519317761049557
7.206969696970191,21.555686041596125
7.348282828279481,21.58712391295437
7.489595959596045,21.616322953435287
7.630909090905334,21.64597474134341
7.772222222221899,21.678770854989544
7.913535353531188,21.717402872677866
8.054848484847753,21.764530816105555
8.196161616157044,21.821497360942477
8.337474747473607,21.88787957450325
8.478787878790172,21.96313089741274
8.620101010099459,22.046704770293985
8.761414141416026,22.13805463378317
8.902727272725313,22.23663392849849
9.04404040404188,22.341881646564403
9.185353535351167,22.45221743476892
9.326666666667734,22.56438644972582
9.467979797977023,22.674978164537585
9.609292929293588,22.780582052329386
9.750606060602877,22.87778758620437
9.891919191919444,22.963184239286335
10.03323232322873,23.033373794374917
10.174545454545296,23.086692368109667
10.315858585854585,23.124984871782097
10.45717171717115,23.150519675248063
10.598484848480439,23.165565148356695
10.739797979797004,23.172389660961468
10.881111111106293,23.173261582913444
11.022424242422858,23.17041385983391
11.16373737373215,23.165512615850893
11.305050505048714,23.15976802934623
11.446363636365275,23.1543773595027
11.587676767674566,23.15053786550299
11.728989898991133,23.149446806529227
11.87030303030042,23.15230144176395
12.011616161616983,23.160299030389957
12.152929292926276,23.174636831588856
12.29424242424284,23.196512104544638
12.435555555552128,23.22712210843747
12.576868686868695,23.267664102453022
12.718181818177982,23.319335345769545
12.859494949494549,23.38333309757487
13.000808080803836,23.460854617044838
13.142121212120399,23.553097163369934
13.28343434342969,23.661257995723098
13.424747474746257,23.786534373297975
13.566060606055546,23.93012355526409
13.707373737372107,24.09322280081874
13.848686868681398,24.27702936912756
13.989999999997965,24.482740519391992
