,mjd,interp_mag
0,0.0,17.916415330784815
1,0.14131313131656498,18.579627601070754
2,0.282626262625854,18.154371373571053
3,0.423939393942419,17.500143840816804
4,0.565252525251708,17.2888916556295
5,0.706565656568273,17.502496526801266
6,0.8478787878775621,17.963903368742642
7,0.9891919191941271,18.4925101676558
8,1.130505050503416,18.888478658444583
9,1.271818181819981,18.912980209821228
10,1.41313131312927,18.72964979272342
11,1.554444444445835,18.82573348664394
12,1.6957575757551242,19.085700006389764
13,1.8370707070716892,19.333559103315917
14,1.9783838383809782,19.468785993171345
15,2.119696969697543,19.492592023444537
16,2.261010101006832,19.51728709676646
17,2.402323232323397,19.585097808372915
18,2.543636363632686,19.614325629523
19,2.684949494949251,19.689550020666612
20,2.826262626265817,19.918955232310058
21,2.967575757575105,20.08874263145955
22,3.10888888889167,19.73289230205794
23,3.250202020200959,19.36992964445747
24,3.391515151517524,19.552252529485457
25,3.532828282826813,20.06458050301034
26,3.6741414141433784,20.55125385816679
27,3.815454545452667,20.70115191198947
28,3.9567676767692324,20.595700156557626
29,4.098080808078522,20.487183523492646
30,4.239393939395086,20.435599213321886
31,4.380707070704375,20.43095765220923
32,4.52202020202094,20.463175231197503
33,4.663333333330228,20.522168341327387
34,4.804646464646794,20.59785337364822
35,4.945959595956083,20.68014671919622
36,5.087272727272648,20.75978194599399
37,5.228585858581936,20.83439289455876
38,5.369898989898502,20.905078330649445
39,5.511212121207792,20.97296313153702
40,5.652525252524357,21.039172174506817
41,5.793838383840921,21.10483033683365
42,5.93515151515021,21.171062495792462
43,6.076464646466775,21.238891781392994
44,6.217777777776064,21.307888192001485
45,6.359090909092629,21.376537523406437
46,6.500404040401918,21.443299599646082
47,6.641717171718483,21.50663424477247
48,6.783030303027773,21.565001282824408
49,6.924343434344338,21.616860537853064
50,7.065656565653626,21.66074257244238
51,7.206969696970191,21.69711085298895
52,7.348282828279481,21.728548724347196
53,7.489595959596045,21.75774776482811
54,7.630909090905334,21.787399552736233
55,7.772222222221899,21.820195666382368
56,7.913535353531188,21.85882768407069
57,8.054848484847753,21.90595562749838
58,8.196161616157044,21.9629221723353
59,8.337474747473607,22.029304385896072
60,8.478787878790172,22.104555708805563
61,8.620101010099459,22.18812958168681
62,8.761414141416026,22.279479445175994
63,8.902727272725313,22.378058739891316
64,9.04404040404188,22.483306457957227
65,9.185353535351167,22.593642246161743
66,9.326666666667734,22.705811261118644
67,9.467979797977023,22.81640297593041
68,9.609292929293588,22.92200686372221
69,9.750606060602877,23.019212397597194
70,9.891919191919444,23.10460905067916
71,10.03323232322873,23.17479860576774
72,10.174545454545296,23.22811717950249
73,10.315858585854585,23.26640968317492
74,10.45717171717115,23.291944486640887
75,10.598484848480439,23.30698995974952
76,10.739797979797004,23.31381447235429
77,10.881111111106293,23.314686394306268
78,11.022424242422858,23.311838671226734
79,11.16373737373215,23.306937427243717
80,11.305050505048714,23.301192840739052
81,11.446363636365275,23.295802170895524
82,11.587676767674566,23.291962676895814
83,11.728989898991133,23.29087161792205
84,11.87030303030042,23.293726253156773
85,12.011616161616983,23.30172384178278
86,12.152929292926276,23.31606164298168
87,12.29424242424284,23.337936915937462
88,12.435555555552128,23.368546919830294
89,12.576868686868695,23.409088913845846
90,12.718181818177982,23.46076015716237
91,12.859494949494549,23.524757908967693
92,13.000808080803836,23.60227942843766
93,13.142121212120399,23.694521974762758
94,13.28343434342969,23.80268280711592
95,13.424747474746257,23.9279591846908
96,13.566060606055546,24.071548366656913
97,13.707373737372107,24.234647612211564
98,13.848686868681398,24.418454180520385
99,13.989999999997965,24.624165330784816
