,mjd,interp_mag
0,0.0,17.57476020561102
1,0.14131313131656498,18.23797247589696
2,0.282626262625854,17.812716248397255
3,0.423939393942419,17.158488715643013
4,0.565252525251708,16.947236530455708
5,0.706565656568273,17.160841401627476
6,0.8478787878775621,17.62224824356885
7,0.9891919191941271,18.15085504248201
8,1.130505050503416,18.546823533270786
9,1.271818181819981,18.571325084647434
10,1.41313131312927,18.387994667549627
11,1.554444444445835,18.48407836147015
12,1.6957575757551242,18.744044881215974
13,1.8370707070716892,18.99190397814212
14,1.9783838383809782,19.12713086799755
15,2.119696969697543,19.150936898270743
16,2.261010101006832,19.175631971592665
17,2.402323232323397,19.243442683199127
18,2.543636363632686,19.27267050434921
19,2.684949494949251,19.34789489549282
20,2.826262626265817,19.577300107136267
21,2.967575757575105,19.74708750628575
22,3.10888888889167,19.391237176884147
23,3.250202020200959,19.028274519283677
24,3.391515151517524,19.210597404311663
25,3.532828282826813,19.722925377836546
26,3.6741414141433784,20.209598732992994
27,3.815454545452667,20.359496786815676
28,3.9567676767692324,20.254045031383832
29,4.098080808078522,20.145528398318856
30,4.239393939395086,20.093944088148092
31,4.380707070704375,20.089302527035436
32,4.52202020202094,20.12152010602371
33,4.663333333330228,20.180513216153585
34,4.804646464646794,20.256198248474423
35,4.945959595956083,20.338491594022422
36,5.087272727272648,20.41812682082019
37,5.228585858581936,20.492737769384966
38,5.369898989898502,20.56342320547565
39,5.511212121207792,20.631308006363227
40,5.652525252524357,20.697517049333022
41,5.793838383840921,20.763175211659856
42,5.93515151515021,20.829407370618664
43,6.076464646466775,20.8972366562192
44,6.217777777776064,20.96623306682769
45,6.359090909092629,21.034882398232643
46,6.500404040401918,21.101644474472288
47,6.641717171718483,21.164979119598684
48,6.783030303027773,21.223346157650614
49,6.924343434344338,21.27520541267927
50,7.065656565653626,21.319087447268586
51,7.206969696970191,21.355455727815155
52,7.348282828279481,21.3868935991734
53,7.489595959596045,21.416092639654316
54,7.630909090905334,21.44574442756244
55,7.772222222221899,21.478540541208574
56,7.913535353531188,21.5171725588969
57,8.054848484847753,21.564300502324578
58,8.196161616157044,21.621267047161506
59,8.337474747473607,21.687649260722274
60,8.478787878790172,21.76290058363177
61,8.620101010099459,21.846474456513015
62,8.761414141416026,21.937824320002196
63,8.902727272725313,22.03640361471752
64,9.04404040404188,22.141651332783436
65,9.185353535351167,22.25198712098795
66,9.326666666667734,22.36415613594485
67,9.467979797977023,22.474747850756614
68,9.609292929293588,22.580351738548416
69,9.750606060602877,22.6775572724234
70,9.891919191919444,22.762953925505364
71,10.03323232322873,22.833143480593947
72,10.174545454545296,22.886462054328696
73,10.315858585854585,22.924754558001126
74,10.45717171717115,22.950289361467092
75,10.598484848480439,22.965334834575724
76,10.739797979797004,22.972159347180497
77,10.881111111106293,22.97303126913247
78,11.022424242422858,22.97018354605294
79,11.16373737373215,22.965282302069916
80,11.305050505048714,22.959537715565258
81,11.446363636365275,22.954147045721726
82,11.587676767674566,22.95030755172202
83,11.728989898991133,22.949216492748256
84,11.87030303030042,22.95207112798298
85,12.011616161616983,22.960068716608987
86,12.152929292926276,22.974406517807886
87,12.29424242424284,22.996281790763668
88,12.435555555552128,23.026891794656503
89,12.576868686868695,23.067433788672055
90,12.718181818177982,23.119105031988575
91,12.859494949494549,23.1831027837939
92,13.000808080803836,23.260624303263867
93,13.142121212120399,23.35286684958897
94,13.28343434342969,23.461027681942134
95,13.424747474746257,23.586304059517005
96,13.566060606055546,23.729893241483122
97,13.707373737372107,23.892992487037773
98,13.848686868681398,24.076799055346594
99,13.989999999997965,24.282510205611025
