mjd,interp_mag
0.0,15.233117146901465
0.14131313131656498,15.8963294171874
0.282626262625854,15.471073189687697
0.423939393942419,14.816845656933456
0.565252525251708,14.60559347174615
0.706565656568273,14.819198342917918
0.8478787878775621,15.280605184859294
0.9891919191941271,15.809211983772453
1.130505050503416,16.205180474561228
1.271818181819981,16.229682025937876
1.41313131312927,16.04635160884007
1.554444444445835,16.142435302760592
1.6957575757551242,16.402401822506416
1.8370707070716892,16.65026091943256
1.9783838383809782,16.785487809287993
2.119696969697543,16.809293839561185
2.261010101006832,16.833988912883108
2.402323232323397,16.90179962448957
2.543636363632686,16.931027445639653
2.684949494949251,17.006251836783264
2.826262626265817,17.23565704842671
2.967575757575105,17.405444447576194
3.10888888889167,17.04959411817459
3.250202020200959,16.68663146057412
3.391515151517524,16.868954345602106
3.532828282826813,17.38128231912699
3.6741414141433784,17.867955674283436
3.815454545452667,18.017853728106118
3.9567676767692324,17.912401972674274
4.098080808078522,17.803885339609298
4.239393939395086,17.752301029438534
4.380707070704375,17.747659468325878
4.52202020202094,17.77987704731415
4.663333333330228,17.838870157444028
4.804646464646794,17.914555189764865
4.945959595956083,17.996848535312864
5.087272727272648,18.076483762110634
5.228585858581936,18.15109471067541
5.369898989898502,18.221780146766093
5.511212121207792,18.28966494765367
5.652525252524357,18.355873990623465
5.793838383840921,18.4215321529503
5.93515151515021,18.487764311909107
6.076464646466775,18.55559359750964
6.217777777776064,18.624590008118133
6.359090909092629,18.693239339523085
6.500404040401918,18.76000141576273
6.641717171718483,18.823336060889126
6.783030303027773,18.881703098941056
6.924343434344338,18.933562353969712
7.065656565653626,18.97744438855903
7.206969696970191,19.013812669105597
7.348282828279481,19.045250540463844
7.489595959596045,19.07444958094476
7.630909090905334,19.10410136885288
7.772222222221899,19.136897482499016
7.913535353531188,19.17552950018734
8.054848484847753,19.22265744361502
8.196161616157044,19.27962398845195
8.337474747473607,19.346006202012717
8.478787878790172,19.42125752492221
8.620101010099459,19.504831397803457
8.761414141416026,19.59618126129264
8.902727272725313,19.694760556007964
9.04404040404188,19.80000827407388
9.185353535351167,19.91034406227839
9.326666666667734,20.022513077235292
9.467979797977023,20.133104792047057
9.609292929293588,20.238708679838858
9.750606060602877,20.335914213713842
9.891919191919444,20.421310866795807
10.03323232322873,20.49150042188439
10.174545454545296,20.54481899561914
10.315858585854585,20.58311149929157
10.45717171717115,20.608646302757535
10.598484848480439,20.623691775866167
10.739797979797004,20.63051628847094
10.881111111106293,20.631388210422912
11.022424242422858,20.628540487343383
11.16373737373215,20.62363924336036
11.305050505048714,20.6178946568557
11.446363636365275,20.61250398701217
11.587676767674566,20.608664493012462
11.728989898991133,20.6075734340387
11.87030303030042,20.61042806927342
12.011616161616983,20.61842565789943
12.152929292926276,20.632763459098328
12.29424242424284,20.65463873205411
12.435555555552128,20.685248735946946
12.576868686868695,20.725790729962497
12.718181818177982,20.777461973279017
12.859494949494549,20.84145972508434
13.000808080803836,20.91898124455431
13.142121212120399,21.011223790879413
13.28343434342969,21.119384623232577
13.424747474746257,21.244661000807447
13.566060606055546,21.388250182773564
13.707373737372107,21.551349428328216
13.848686868681398,21.735155996637037
13.989999999997965,21.940867146901468
